Account_date,forecast,wh_name,wh_code,sku_code,sku_name,forecast_old,sales_qty,MAE,MAPE,RMSPE,MAPE_old
2020-03-25,3710.0,杭州配送中心,001,11580,满山红富士（小）,0.0,4079.539100000003,369.53910000000315,0.012940505950782628,139.67265118780531,0.14285714285714285
2020-03-19,423.0,杭州配送中心,001,11590,满山红富士（中）,2.0,1065.455200000002,642.4552000000019,0.0861409417174128,242.82524110003843,0.1425889811496264
2020-03-20,469.0,杭州配送中心,001,11590,满山红富士（中）,2.0,1456.623600000001,987.623600000001,0.09686035961128582,373.28663350547623,0.14266099452773623
2020-03-21,469.0,杭州配送中心,001,11590,满山红富士（中）,2.0,1286.5611,817.5610999999999,0.09078033127003672,309.00905031434405,0.14263506690154754
2020-03-22,439.0,杭州配送中心,001,11590,满山红富士（中）,3.0,1513.0539999999996,1074.0539999999996,0.10140833421297965,405.95425409345245,0.14257389359533765
2020-03-23,488.0,杭州配送中心,001,11590,满山红富士（中）,4.0,1027.17,539.1700000000001,0.07498689186238472,203.78710491238508,0.14230082932439894
2020-03-24,472.0,杭州配送中心,001,11590,满山红富士（中）,0.0,1534.6652,1062.6652,0.0989201516302802,401.649692303245,0.14285714285714285
2020-03-25,468.0,杭州配送中心,001,11590,满山红富士（中）,0.0,873.7631999999998,405.76319999999976,0.06634082486945136,153.36407405453758,0.14285714285714285
2020-03-19,7517.0,杭州配送中心,001,11600,满山红富士（大）,180.0,7871.229000000005,354.2290000000048,0.0064290014757725274,133.88597730958736,0.1395902723704265
2020-03-20,8306.0,杭州配送中心,001,11600,满山红富士（大）,93.0,9414.677999999993,1108.6779999999926,0.016822940883221973,419.04089600692123,0.14144597252442256
2020-03-21,8116.0,杭州配送中心,001,11600,满山红富士（大）,118.0,8030.6100000000015,85.38999999999851,0.0015190093191639507,32.27438635025735,0.1407580317239733
2020-03-22,8934.0,杭州配送中心,001,11600,满山红富士（大）,91.0,9898.929999999995,964.9299999999948,0.013925458898804435,364.7092589407917,0.14154386960437715
2020-03-23,7786.0,杭州配送中心,001,11600,满山红富士（大）,115.0,8359.630000000001,573.630000000001,0.009802723668050259,216.81176065228343,0.14089191575635354
2020-03-24,8039.0,杭州配送中心,001,11600,满山红富士（大）,0.0,6974.790000000002,1064.2099999999982,0.02179707202654126,402.23357182114904,0.14285714285714285
2020-03-25,6634.0,杭州配送中心,001,11600,满山红富士（大）,0.0,6206.964000000003,427.03599999999733,0.009828499546177882,161.40443669596735,0.14285714285714285
2020-03-19,222.0,杭州配送中心,001,11650,优选香梨,68.0,230.95999999999998,8.95999999999998,0.005542085209560085,3.386561678162668,0.10079667474887426
2020-03-20,225.0,杭州配送中心,001,11650,优选香梨,38.0,241.06600000000006,16.06600000000006,0.009520806987061075,6.072377223366267,0.12033811724352905
2020-03-21,226.0,杭州配送中心,001,11650,优选香梨,45.0,258.232,32.23200000000003,0.01783114187463766,12.182550894033422,0.1179625851393874
2020-03-22,235.0,杭州配送中心,001,11650,优选香梨,36.0,324.3500000000001,89.35000000000008,0.03935343213900331,33.771125663374484,0.1270012552577683
2020-03-23,228.0,杭州配送中心,001,11650,优选香梨,55.0,191.41,36.59,0.027308619492935886,13.829720067407626,0.10180838439550106
2020-03-24,229.0,杭州配送中心,001,11650,优选香梨,0.0,162.15999999999994,66.84000000000006,0.05888364225808733,25.26314537593677,0.14285714285714285
2020-03-25,224.0,杭州配送中心,001,11650,优选香梨,0.0,217.08999999999995,6.910000000000053,0.004547159505932401,2.61173450849378,0.14285714285714285
2020-03-19,24.0,杭州配送中心,001,11670,优选车厘子XL,12.0,29.76,5.760000000000002,0.027649769585253465,2.1770753645331493,0.08525345622119816
2020-03-20,24.0,杭州配送中心,001,11670,优选车厘子XL,5.0,22.110000000000003,1.889999999999997,0.012211668928086816,0.7143528539874383,0.11055114040188667
2020-03-21,24.0,杭州配送中心,001,11670,优选车厘子XL,5.0,17.43,6.57,0.05384804524219327,2.483226587670623,0.10187689533644784
2020-03-22,24.0,杭州配送中心,001,11670,优选车厘子XL,5.0,52.220000000000006,28.220000000000006,0.07720085353176123,10.666157428320394,0.12917874924768835
2020-03-23,20.0,杭州配送中心,001,11670,优选车厘子XL,8.0,6.17,13.83,0.32021301227135907,5.227248661717613,0.042370919194257936
2020-03-24,22.0,杭州配送中心,001,11670,优选车厘子XL,0.0,7.0,15.0,0.30612244897959184,5.669467095138408,0.14285714285714285
2020-03-25,22.0,杭州配送中心,001,11670,优选车厘子XL,0.0,8.330000000000002,13.669999999999998,0.23443663179557528,5.166774346036135,0.14285714285714285
2020-03-19,982.0,杭州配送中心,001,11690,甄选山竹,39.0,945.6691000000001,36.33089999999993,0.0054883135881552665,13.731789472450906,0.1369656226928184
2020-03-20,970.0,杭州配送中心,001,11690,甄选山竹,31.0,1132.9682000000005,162.96820000000048,0.02054883043369751,61.596189830262524,0.13894832050134204
2020-03-21,966.0,杭州配送中心,001,11690,甄选山竹,36.0,1294.7660999999991,328.76609999999914,0.03627418551836168,124.26190572979857,0.1388851071799212
2020-03-22,953.0,杭州配送中心,001,11690,甄选山竹,20.0,1331.0725999999993,378.0725999999993,0.040576578188576164,142.8980110182281,0.14071064622191584
2020-03-23,948.0,杭州配送中心,001,11690,甄选山竹,26.0,1069.2871999999993,121.2871999999993,0.016204012221546063,45.842252630764484,0.13938353378907797
2020-03-24,974.0,杭州配送中心,001,11690,甄选山竹,0.0,991.6871000000003,17.687100000000328,0.002547909084860151,6.685095430561627,0.14285714285714285
2020-03-25,983.0,杭州配送中心,001,11690,甄选山竹,0.0,1030.1358,47.13580000000002,0.006536697117298241,17.81565780686834,0.14285714285714285
