,goods,value,all_profit,all_profit_total,all_sales_price,discount_rate
15919,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【1根】菲律宾进口香蕉-约100g-150g']",67.01000000000002,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 11.800000000000004, 0.4320000000000015]",29.642000000000014,"[12.8, 12.8, 22.8, 29.8, 6.6, 3.3]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.865771812080537, 0.545454545454546]"
15920,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【约350g/份】西瓜新鲜果切1盒']",70.01000000000002,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 11.800000000000004, 1.4599999999999964]",30.67000000000001,"[12.8, 12.8, 22.8, 29.8, 6.6, 8.8]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.865771812080537, 0.545454545454545]"
15924,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【新品尝鲜】不吐籽大口吃石榴-1只350-400g']",84.01000000000002,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 11.800000000000004, 9.200000000000005]",38.41000000000002,"[12.8, 12.8, 22.8, 29.8, 6.6, 22.8]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.865771812080537, 0.824561403508772]"
15925,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【好吃】澳洲香橙子1只-约150-180g']",71.01000000000002,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 11.800000000000004, 3.2800000000000007]",32.49000000000001,"[12.8, 12.8, 22.8, 29.8, 6.6, 6.6]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.865771812080537, 0.878787878787879]"
15926,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【甜】喀什西梅-约300g']",85.01000000000002,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 11.800000000000004, 8.99999999999999]",38.21,"[12.8, 12.8, 22.8, 29.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.865771812080537, 0.664429530201342]"
15929,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '优选巨峰葡萄-约500g/份']",74.01000000000002,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 11.800000000000004, 5.000000000000003]",34.210000000000015,"[12.8, 12.8, 22.8, 29.8, 6.6, 11.8]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.865771812080537, 0.745762711864407]"
15930,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",88.01000000000003,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 11.800000000000004, 12.000000000000014]",41.21000000000002,"[12.8, 12.8, 22.8, 29.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.865771812080537, 0.76510067114094]"
15931,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【进口】香蕉-500~550g/份']",75.01000000000002,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 11.800000000000004, 5.8074074074074105]",35.01740740740742,"[12.8, 12.8, 22.8, 29.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.865771812080537, 0.6875]"
15935,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【进口】越南白火龙果-450-500g/只']",78.01000000000002,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 11.800000000000004, 6.44]",35.65000000000001,"[12.8, 12.8, 22.8, 29.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.865771812080537, 0.865771812080537]"
15937,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '凯特芒芒果-1只700-800g']",91.01000000000002,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 11.800000000000004, 16.200000000000003]",45.41000000000001,"[12.8, 12.8, 22.8, 29.8, 6.6, 39.8]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.865771812080537, 0.748743718592965]"
15940,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '新疆蜜瓜-半只3-3.5斤']",94.01000000000002,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 11.800000000000004, 18.3]",47.51000000000001,"[12.8, 12.8, 22.8, 29.8, 6.6, 11.8]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.865771812080537, 1]"
15944,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份']",95.01000000000002,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 11.800000000000004, 15.8]",45.01000000000001,"[12.8, 12.8, 22.8, 29.8, 6.6, 28.8]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.865771812080537, 1]"
16146,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', ' 【进口】伽俐果-350-400g/份', '【约200-300g】锦绣黄桃子1个']",49.220000000000006,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 4.400000000000002, -0.9899999999999993]",20.82000000000001,"[12.8, 12.8, 22.8, 11.8, 6.6, 5.6]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.745762711864407, 0.180357142857143]"
16150,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', ' 【进口】伽俐果-350-400g/份', '【1根】菲律宾进口香蕉-约100g-150g']",50.01000000000001,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 4.400000000000002, 0.4320000000000015]",22.24200000000001,"[12.8, 12.8, 22.8, 11.8, 6.6, 3.3]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.745762711864407, 0.545454545454546]"
16151,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', ' 【进口】伽俐果-350-400g/份', '【约350g/份】西瓜新鲜果切1盒']",53.010000000000005,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 4.400000000000002, 1.4599999999999964]",23.270000000000007,"[12.8, 12.8, 22.8, 11.8, 6.6, 8.8]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.745762711864407, 0.545454545454545]"
16152,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', ' 【进口】伽俐果-350-400g/份', '【甜蜜】火柿子-500-550g/份']",57.01000000000001,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 4.400000000000002, 4.400000000000002]",26.21000000000001,"[12.8, 12.8, 22.8, 11.8, 6.6, 11.8]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.745762711864407, 0.745762711864407]"
16156,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', ' 【进口】伽俐果-350-400g/份', '【好吃】澳洲香橙子1只-约150-180g']",54.010000000000005,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 4.400000000000002, 3.2800000000000007]",25.09000000000001,"[12.8, 12.8, 22.8, 11.8, 6.6, 6.6]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.745762711864407, 0.878787878787879]"
16157,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', ' 【进口】伽俐果-350-400g/份', '【甜】喀什西梅-约300g']",68.00999999999999,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 4.400000000000002, 8.99999999999999]",30.81,"[12.8, 12.8, 22.8, 11.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.745762711864407, 0.664429530201342]"
16162,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', ' 【进口】伽俐果-350-400g/份', '【进口】香蕉-500~550g/份']",58.010000000000005,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 4.400000000000002, 5.8074074074074105]",27.61740740740742,"[12.8, 12.8, 22.8, 11.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.745762711864407, 0.6875]"
16164,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', ' 【进口】伽俐果-350-400g/份', '泰国桂圆-约250-300g/份']",60.010000000000005,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 4.400000000000002, 6.700000000000001]",28.510000000000012,"[12.8, 12.8, 22.8, 11.8, 6.6, 22.8]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.745762711864407, 0.824561403508772]"
16166,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', ' 【进口】伽俐果-350-400g/份', '【进口】越南白火龙果-450-500g/只']",61.010000000000005,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 4.400000000000002, 6.44]",28.25000000000001,"[12.8, 12.8, 22.8, 11.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.745762711864407, 0.865771812080537]"
16168,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', ' 【进口】伽俐果-350-400g/份', '凯特芒芒果-1只700-800g']",74.01,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 4.400000000000002, 16.200000000000003]",38.01000000000001,"[12.8, 12.8, 22.8, 11.8, 6.6, 39.8]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.745762711864407, 0.748743718592965]"
16171,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', ' 【进口】伽俐果-350-400g/份', '新疆蜜瓜-半只3-3.5斤']",77.01,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 4.400000000000002, 18.3]",40.110000000000014,"[12.8, 12.8, 22.8, 11.8, 6.6, 11.8]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.745762711864407, 1]"
16176,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', ' 【进口】伽俐果-350-400g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份']",78.01,"[-1.49, 4.300000000000001, 4.800000000000001, 9.800000000000004, 4.400000000000002, 15.8]",37.610000000000014,"[12.8, 12.8, 22.8, 11.8, 6.6, 28.8]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772, 0.745762711864407, 1]"
16581,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【约200-300g】锦绣黄桃子1个']",73.22000000000003,"[-1.49, 4.300000000000001, 4.800000000000001, 11.800000000000004, 11.800000000000004, -0.9899999999999993]",30.220000000000013,"[12.8, 12.8, 29.8, 29.8, 6.6, 5.6]","[0.00151515151515152, 0.6875, 0.921875, 0.865771812080537, 0.865771812080537, 0.180357142857143]"
16584,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '蒙自石榴-1只300-400g']",82.11000000000003,"[-1.49, 4.300000000000001, 4.800000000000001, 11.800000000000004, 11.800000000000004, 3.9000000000000004]",35.110000000000014,"[12.8, 12.8, 29.8, 29.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.921875, 0.865771812080537, 0.865771812080537, 0.7734375]"
16592,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【甜】喀什西梅-约300g']",92.01000000000002,"[-1.49, 4.300000000000001, 4.800000000000001, 11.800000000000004, 11.800000000000004, 8.99999999999999]",40.21,"[12.8, 12.8, 29.8, 29.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.921875, 0.865771812080537, 0.865771812080537, 0.664429530201342]"
16596,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",95.01000000000003,"[-1.49, 4.300000000000001, 4.800000000000001, 11.800000000000004, 11.800000000000004, 12.000000000000014]",43.21000000000002,"[12.8, 12.8, 29.8, 29.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.921875, 0.865771812080537, 0.865771812080537, 0.76510067114094]"
16597,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【进口】香蕉-500~550g/份']",82.01000000000002,"[-1.49, 4.300000000000001, 4.800000000000001, 11.800000000000004, 11.800000000000004, 5.8074074074074105]",37.01740740740742,"[12.8, 12.8, 29.8, 29.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.921875, 0.865771812080537, 0.865771812080537, 0.6875]"
16603,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '凯特芒芒果-1只700-800g']",98.01000000000002,"[-1.49, 4.300000000000001, 4.800000000000001, 11.800000000000004, 11.800000000000004, 16.200000000000003]",47.41000000000001,"[12.8, 12.8, 29.8, 29.8, 6.6, 39.8]","[0.00151515151515152, 0.6875, 0.921875, 0.865771812080537, 0.865771812080537, 0.748743718592965]"
16755,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', ' 【进口】伽俐果-350-400g/份', '【约200-300g】锦绣黄桃子1个']",56.220000000000006,"[-1.49, 4.300000000000001, 4.800000000000001, 11.800000000000004, 4.400000000000002, -0.9899999999999993]",22.82000000000001,"[12.8, 12.8, 29.8, 11.8, 6.6, 5.6]","[0.00151515151515152, 0.6875, 0.921875, 0.865771812080537, 0.745762711864407, 0.180357142857143]"
16766,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', ' 【进口】伽俐果-350-400g/份', '【甜】喀什西梅-约300g']",75.00999999999999,"[-1.49, 4.300000000000001, 4.800000000000001, 11.800000000000004, 4.400000000000002, 8.99999999999999]",32.81,"[12.8, 12.8, 29.8, 11.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.921875, 0.865771812080537, 0.745762711864407, 0.664429530201342]"
16768,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', ' 【进口】伽俐果-350-400g/份', '【进口】越南红火龙果-1只500-550g']",66.01,"[-1.49, 4.300000000000001, 4.800000000000001, 11.800000000000004, 4.400000000000002, 4.200000000000001]",28.010000000000012,"[12.8, 12.8, 29.8, 11.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.921875, 0.865771812080537, 0.745762711864407, 0.84375]"
16771,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', ' 【进口】伽俐果-350-400g/份', '【进口】香蕉-500~550g/份']",65.01,"[-1.49, 4.300000000000001, 4.800000000000001, 11.800000000000004, 4.400000000000002, 5.8074074074074105]",29.61740740740742,"[12.8, 12.8, 29.8, 11.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.921875, 0.865771812080537, 0.745762711864407, 0.6875]"
16785,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', ' 【进口】伽俐果-350-400g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份']",85.01,"[-1.49, 4.300000000000001, 4.800000000000001, 11.800000000000004, 4.400000000000002, 15.8]",39.610000000000014,"[12.8, 12.8, 29.8, 11.8, 6.6, 28.8]","[0.00151515151515152, 0.6875, 0.921875, 0.865771812080537, 0.745762711864407, 1]"
16788,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', ' 【进口】伽俐果-350-400g/份', '阳光玫瑰葡萄-约450-500g/份']",95.01,"[-1.49, 4.300000000000001, 4.800000000000001, 11.800000000000004, 4.400000000000002, 21.799999999999997]",45.61000000000001,"[12.8, 12.8, 29.8, 11.8, 6.6, 158]","[0.00151515151515152, 0.6875, 0.921875, 0.865771812080537, 0.745762711864407, 1]"
17876,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', ' 【进口】伽俐果-350-400g/份', ' 【进口】伽俐果-350-400g/份', '【约200-300g】锦绣黄桃子1个']",39.220000000000006,"[-1.49, 4.300000000000001, 4.800000000000001, 4.400000000000002, 4.400000000000002, -0.9899999999999993]",15.420000000000009,"[12.8, 12.8, 11.8, 11.8, 6.6, 5.6]","[0.00151515151515152, 0.6875, 0.921875, 0.745762711864407, 0.745762711864407, 0.180357142857143]"
17879,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', ' 【进口】伽俐果-350-400g/份', ' 【进口】伽俐果-350-400g/份', '蒙自石榴-1只300-400g']",48.11000000000001,"[-1.49, 4.300000000000001, 4.800000000000001, 4.400000000000002, 4.400000000000002, 3.9000000000000004]",20.31000000000001,"[12.8, 12.8, 11.8, 11.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.921875, 0.745762711864407, 0.745762711864407, 0.7734375]"
17880,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', ' 【进口】伽俐果-350-400g/份', ' 【进口】伽俐果-350-400g/份', '【1根】菲律宾进口香蕉-约100g-150g']",40.01000000000001,"[-1.49, 4.300000000000001, 4.800000000000001, 4.400000000000002, 4.400000000000002, 0.4320000000000015]",16.84200000000001,"[12.8, 12.8, 11.8, 11.8, 6.6, 3.3]","[0.00151515151515152, 0.6875, 0.921875, 0.745762711864407, 0.745762711864407, 0.545454545454546]"
17881,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', ' 【进口】伽俐果-350-400g/份', ' 【进口】伽俐果-350-400g/份', '【约350g/份】西瓜新鲜果切1盒']",43.010000000000005,"[-1.49, 4.300000000000001, 4.800000000000001, 4.400000000000002, 4.400000000000002, 1.4599999999999964]",17.870000000000005,"[12.8, 12.8, 11.8, 11.8, 6.6, 8.8]","[0.00151515151515152, 0.6875, 0.921875, 0.745762711864407, 0.745762711864407, 0.545454545454545]"
17886,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', ' 【进口】伽俐果-350-400g/份', ' 【进口】伽俐果-350-400g/份', '【好吃】澳洲香橙子1只-约150-180g']",44.010000000000005,"[-1.49, 4.300000000000001, 4.800000000000001, 4.400000000000002, 4.400000000000002, 3.2800000000000007]",19.69000000000001,"[12.8, 12.8, 11.8, 11.8, 6.6, 6.6]","[0.00151515151515152, 0.6875, 0.921875, 0.745762711864407, 0.745762711864407, 0.878787878787879]"
17889,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', ' 【进口】伽俐果-350-400g/份', ' 【进口】伽俐果-350-400g/份', '【进口】越南红火龙果-1只500-550g']",49.010000000000005,"[-1.49, 4.300000000000001, 4.800000000000001, 4.400000000000002, 4.400000000000002, 4.200000000000001]",20.610000000000007,"[12.8, 12.8, 11.8, 11.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.921875, 0.745762711864407, 0.745762711864407, 0.84375]"
17891,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', ' 【进口】伽俐果-350-400g/份', ' 【进口】伽俐果-350-400g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",61.01000000000002,"[-1.49, 4.300000000000001, 4.800000000000001, 4.400000000000002, 4.400000000000002, 12.000000000000014]",28.41000000000002,"[12.8, 12.8, 11.8, 11.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.921875, 0.745762711864407, 0.745762711864407, 0.76510067114094]"
17892,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', ' 【进口】伽俐果-350-400g/份', ' 【进口】伽俐果-350-400g/份', '【进口】香蕉-500~550g/份']",48.010000000000005,"[-1.49, 4.300000000000001, 4.800000000000001, 4.400000000000002, 4.400000000000002, 5.8074074074074105]",22.217407407407418,"[12.8, 12.8, 11.8, 11.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.921875, 0.745762711864407, 0.745762711864407, 0.6875]"
17896,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', ' 【进口】伽俐果-350-400g/份', ' 【进口】伽俐果-350-400g/份', '【进口】越南白火龙果-450-500g/只']",51.010000000000005,"[-1.49, 4.300000000000001, 4.800000000000001, 4.400000000000002, 4.400000000000002, 6.44]",22.85000000000001,"[12.8, 12.8, 11.8, 11.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.921875, 0.745762711864407, 0.745762711864407, 0.865771812080537]"
18210,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', ' 【进口】伽俐果-350-400g/份', '【进口】菲律宾凤梨-1.8-1.9kg/只']",94.01,"[-1.49, 4.300000000000001, 9.800000000000004, 9.800000000000004, 4.400000000000002, 19.799999999999997]",46.610000000000014,"[12.8, 22.8, 22.8, 11.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.824561403508772, 0.745762711864407, 1]"
18282,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【约200-300g】锦绣黄桃子1个']",80.22000000000003,"[-1.49, 4.300000000000001, 9.800000000000004, 11.800000000000004, 11.800000000000004, -0.9899999999999993]",35.22000000000001,"[12.8, 22.8, 29.8, 29.8, 6.6, 5.6]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.865771812080537, 0.865771812080537, 0.180357142857143]"
