,当前组合商品名称,总毛利,总毛利率,每款商品对应的毛利率,每款商品的原始售价,每款商品的折扣毛利,每款商品的折扣率,每款商品的活动价,毛利排名,该组合下客户最终的订单金额
74,花生糖/芝麻粮任选1包(500g),2.3740000000000077,3.0650%,8.96%,28.5,11.600000000000001,1.0,28.5,267.0,77.454
75,网纹瓜1只约3斤,2.3740000000000077,3.0650%,12.69%,23.96,13.5,1.0,23.96,267.0,77.454
76,佳沛阳光金果36#,2.3740000000000077,3.0650%,2.89%,38.0,5.080000000000002,1.0,3.8000000000000003,267.0,77.454
77,奶油草莓,2.2307600000000036,2.6297%,-5.33%,69.0,-19.2,0.1,69.0,268.0,84.83076
78,优选车厘子XL-1斤,2.2307600000000036,2.6297%,20.05%,21.4564,22.0,1.0,21.4564,268.0,84.83076
79,凯特芒青1个-约700g,2.2307600000000036,2.6297%,4.46%,38.0,8.856399999999999,1.0,3.8000000000000003,268.0,84.83076
80,酥极红薯片5包,2.1300000000000026,2.2822%,-5.21%,69.0,-21.1,0.1,69.0,269.0,93.33
81,优选车厘子XL-1斤,2.1300000000000026,2.2822%,12.93%,29.8,22.0,1.0,29.8,269.0,93.33
82,花生糖/芝麻粮任选1包(500g),2.1300000000000026,2.2822%,4.03%,49.0,11.600000000000001,1.0,4.9,269.0,93.33
83,阳光玫瑰葡萄1份-约500g,1.4707600000000074,1.2984%,-4.31%,69.0,-28.4,0.1,69.0,270.0,113.27076
84,优选车厘子XL-1斤,1.4707600000000074,1.2984%,7.94%,29.8,22.0,1.0,29.8,270.0,113.27076
85,花生糖/芝麻粮任选1包(500g),1.4707600000000074,1.2984%,5.78%,21.4564,11.600000000000001,1.0,21.4564,270.0,113.27076
86,凯特芒青1个-约700g,1.4707600000000074,1.2984%,1.65%,56.0,8.856399999999999,1.0,5.6000000000000005,270.0,113.27076
87,沙洲绿宝瓜1只-约3斤,1.4040000000000044,2.7484%,-6.56%,29.8,-9.6,0.1,29.8,271.0,51.084
88,花生糖/芝麻粮任选1包(500g),1.4040000000000044,2.7484%,10.00%,23.96,11.600000000000001,1.0,23.96,271.0,51.084
89,佳沛阳光金果36#,1.4040000000000044,2.7484%,3.36%,30.0,5.080000000000002,1.0,3.0,271.0,51.084
90,酥极红薯片5包,1.3907599999999976,2.9915%,-17.90%,25.3,-21.1,0.1,25.3,272.0,46.49076
91,红肉菠萝蜜1斤,1.3907599999999976,2.9915%,18.99%,21.4564,18.8,1.0,21.4564,272.0,46.49076
92,凯特芒青1个-约700g,1.3907599999999976,2.9915%,3.83%,49.0,8.856399999999999,1.0,4.9,272.0,46.49076
93,沙洲绿宝瓜1只-约3斤,0.7500000000000009,2.6455%,-6.59%,28.5,-9.6,0.1,28.5,273.0,28.35
94,网纹瓜1只约3斤,0.7500000000000009,2.6455%,8.65%,30.0,13.5,1.0,3.0,273.0,28.35
95,阳光玫瑰葡萄1份-约500g,0.6440000000000001,0.8584%,-7.27%,28.5,-28.4,0.1,28.5,274.0,75.02399999999999
96,网纹瓜1只约3斤,0.6440000000000001,0.8584%,3.87%,25.3,13.5,1.0,25.3,274.0,75.02399999999999
97,红肉菠萝蜜1斤,0.6440000000000001,0.8584%,5.86%,23.96,18.8,1.0,23.96,274.0,75.02399999999999
98,佳沛阳光金果36#,0.6440000000000001,0.8584%,0.65%,56.0,5.080000000000002,1.0,5.6000000000000005,274.0,75.02399999999999
99,奶油草莓,0.46476000000000184,0.6645%,-3.87%,28.5,-19.2,0.1,28.5,275.0,69.94476
100,网纹瓜1只约3斤,0.46476000000000184,0.6645%,3.31%,23.96,13.5,1.0,23.96,275.0,69.94476
101,佳沛阳光金果36#,0.46476000000000184,0.6645%,1.37%,21.4564,5.080000000000002,1.0,21.4564,275.0,69.94476
102,凯特芒青1个-约700g,0.46476000000000184,0.6645%,1.32%,38.0,8.856399999999999,1.0,3.8000000000000003,275.0,69.94476
103,酥极红薯片5包,0.3640000000000043,0.4640%,-2.92%,29.8,-21.1,0.1,29.8,276.0,78.444
104,花生糖/芝麻粮任选1包(500g),0.3640000000000043,0.4640%,1.66%,28.5,11.600000000000001,1.0,28.5,276.0,78.444
105,网纹瓜1只约3斤,0.3640000000000043,0.4640%,2.35%,23.96,13.5,1.0,23.96,276.0,78.444
106,佳沛阳光金果36#,0.3640000000000043,0.4640%,0.42%,49.0,5.080000000000002,1.0,4.9,276.0,78.444
107,酥极红薯片5包,0.2207600000000003,0.2572%,-0.69%,69.0,-21.1,0.1,69.0,277.0,85.82076
108,优选车厘子XL-1斤,0.2207600000000003,0.2572%,2.37%,21.4564,22.0,1.0,21.4564,277.0,85.82076
109,凯特芒青1个-约700g,0.2207600000000003,0.2572%,0.41%,49.0,8.856399999999999,1.0,4.9,277.0,85.82076
110,奶油草莓,-0.30999999999999606,-0.5547%,3.48%,29.8,-19.2,0.1,29.8,278.0,55.88999999999999
111,花生糖/芝麻粮任选1包(500g),-0.30999999999999606,-0.5547%,-2.18%,28.5,11.600000000000001,1.0,28.5,278.0,55.88999999999999
112,网纹瓜1只约3斤,-0.30999999999999606,-0.5547%,-1.87%,38.0,13.5,1.0,3.8000000000000003,278.0,55.88999999999999
113,沙洲绿宝瓜1只-约3斤,-0.505239999999997,-1.1595%,4.86%,23.96,-9.6,0.1,23.96,279.0,43.57476
114,佳沛阳光金果36#,-0.505239999999997,-1.1595%,-2.82%,21.4564,5.080000000000002,1.0,21.4564,279.0,43.57476
115,凯特芒青1个-约700g,-0.505239999999997,-1.1595%,-3.44%,30.0,8.856399999999999,1.0,3.0,279.0,43.57476
0,阳光玫瑰葡萄1份-约500g,-0.525999999999998,-0.4600%,1.78%,69.0,-28.4,0.1,69.0,280.0,114.354
1,优选车厘子XL-1斤,-0.525999999999998,-0.4600%,-3.39%,28.5,22.0,1.0,28.5,280.0,114.354
2,网纹瓜1只约3斤,-0.525999999999998,-0.4600%,-2.53%,23.96,13.5,1.0,23.96,280.0,114.354
3,佳沛阳光金果36#,-0.525999999999998,-0.4600%,-0.39%,56.0,5.080000000000002,1.0,5.6000000000000005,280.0,114.354
4,奶油草莓,-0.6259999999999959,-1.3109%,10.27%,25.3,-19.2,0.1,25.3,281.0,47.754000000000005
5,红肉菠萝蜜1斤,-0.6259999999999959,-1.3109%,-10.93%,23.96,18.8,1.0,23.96,281.0,47.754000000000005
6,佳沛阳光金果36#,-0.6259999999999959,-1.3109%,-1.79%,38.0,5.080000000000002,1.0,3.8000000000000003,281.0,47.754000000000005
7,沙洲绿宝瓜1只-约3斤,-1.2799999999999971,-4.3360%,21.19%,29.8,-9.6,0.1,29.8,282.0,29.52
8,花生糖/芝麻粮任选1包(500g),-1.2799999999999971,-4.3360%,-24.75%,30.0,11.600000000000001,1.0,3.0,282.0,29.52
9,阳光玫瑰葡萄1份-约500g,-1.3859999999999921,-1.8190%,19.17%,29.8,-28.4,0.1,29.8,283.0,76.194
10,花生糖/芝麻粮任选1包(500g),-1.3859999999999921,-1.8190%,-9.08%,25.3,11.600000000000001,1.0,25.3,283.0,76.194
11,红肉菠萝蜜1斤,-1.3859999999999921,-1.8190%,-16.00%,23.96,18.8,1.0,23.96,283.0,76.194
12,佳沛阳光金果36#,-1.3859999999999921,-1.8190%,-1.78%,56.0,5.080000000000002,1.0,5.6000000000000005,283.0,76.194
13,酥极红薯片5包,-1.5452400000000006,-2.1784%,18.38%,28.5,-21.1,0.1,28.5,284.0,70.93476
14,网纹瓜1只约3斤,-1.5452400000000006,-2.1784%,-14.31%,23.96,13.5,1.0,23.96,284.0,70.93476
15,佳沛阳光金果36#,-1.5452400000000006,-2.1784%,-5.90%,21.4564,5.080000000000002,1.0,21.4564,284.0,70.93476
16,凯特芒青1个-约700g,-1.5452400000000006,-2.1784%,-4.41%,49.0,8.856399999999999,1.0,4.9,284.0,70.93476
17,奶油草莓,-1.5652399999999975,-2.2010%,16.35%,29.8,-19.2,0.1,29.8,285.0,71.11476
18,花生糖/芝麻粮任选1包(500g),-1.5652399999999975,-2.2010%,-12.46%,23.96,11.600000000000001,1.0,23.96,285.0,71.11476
19,佳沛阳光金果36#,-1.5652399999999975,-2.2010%,-5.98%,21.4564,5.080000000000002,1.0,21.4564,285.0,71.11476
20,凯特芒青1个-约700g,-1.5652399999999975,-2.2010%,-5.76%,38.0,8.856399999999999,1.0,3.8000000000000003,285.0,71.11476
21,奶油草莓,-1.7959999999999958,-2.0624%,6.34%,69.0,-19.2,0.1,69.0,286.0,87.084
22,优选车厘子XL-1斤,-1.7959999999999958,-2.0624%,-21.80%,23.96,22.0,1.0,23.96,286.0,87.084
23,佳沛阳光金果36#,-1.7959999999999958,-2.0624%,-3.05%,38.0,5.080000000000002,1.0,3.8000000000000003,286.0,87.084
24,阳光玫瑰葡萄1份-约500g,-2.04,-3.8159%,53.05%,28.5,-28.4,0.1,28.5,287.0,53.46
25,网纹瓜1只约3斤,-2.04,-3.8159%,-28.25%,25.3,13.5,1.0,25.3,287.0,53.46
26,红肉菠萝蜜1斤,-2.04,-3.8159%,-17.56%,56.0,18.8,1.0,5.6000000000000005,287.0,53.46
27,奶油草莓,-2.2192399999999974,-4.5870%,48.21%,28.5,-19.2,0.1,28.5,288.0,48.38076
28,网纹瓜1只约3斤,-2.2192399999999974,-4.5870%,-45.20%,21.4564,13.5,1.0,21.4564,288.0,48.38076
29,凯特芒青1个-约700g,-2.2192399999999974,-4.5870%,-16.39%,38.0,8.856399999999999,1.0,3.8000000000000003,288.0,48.38076
30,酥极红薯片5包,-2.3199999999999985,-4.0788%,42.20%,29.8,-21.1,0.1,29.8,289.0,56.879999999999995
31,花生糖/芝麻粮任选1包(500g),-2.3199999999999985,-4.0788%,-24.03%,28.5,11.600000000000001,1.0,28.5,289.0,56.879999999999995
32,网纹瓜1只约3斤,-2.3199999999999985,-4.0788%,-15.98%,49.0,13.5,1.0,4.9,289.0,56.879999999999995
33,阳光玫瑰葡萄1份-约500g,-2.5559999999999867,-2.2125%,10.23%,69.0,-28.4,0.1,69.0,290.0,115.52399999999999
34,优选车厘子XL-1斤,-2.5559999999999867,-2.2125%,-18.86%,29.8,22.0,1.0,29.8,290.0,115.52399999999999
35,花生糖/芝麻粮任选1包(500g),-2.5559999999999867,-2.2125%,-12.54%,23.96,11.600000000000001,1.0,23.96,290.0,115.52399999999999
36,佳沛阳光金果36#,-2.5559999999999867,-2.2125%,-2.26%,56.0,5.080000000000002,1.0,5.6000000000000005,290.0,115.52399999999999
37,酥极红薯片5包,-2.6359999999999983,-5.4078%,80.03%,25.3,-21.1,0.1,25.3,291.0,48.74400000000001
38,红肉菠萝蜜1斤,-2.6359999999999983,-5.4078%,-77.51%,23.96,18.8,1.0,23.96,291.0,48.74400000000001
39,佳沛阳光金果36#,-2.6359999999999983,-5.4078%,-9.83%,49.0,5.080000000000002,1.0,4.9,291.0,48.74400000000001
40,阳光玫瑰葡萄1份-约500g,-2.9792399999999937,-3.8782%,52.51%,29.8,-28.4,0.1,29.8,292.0,76.82075999999999
41,花生糖/芝麻粮任选1包(500g),-2.9792399999999937,-3.8782%,-22.21%,28.5,11.600000000000001,1.0,28.5,292.0,76.82075999999999
42,网纹瓜1只约3斤,-2.9792399999999937,-3.8782%,-34.47%,21.4564,13.5,1.0,21.4564,292.0,76.82075999999999
43,凯特芒青1个-约700g,-2.9792399999999937,-3.8782%,-8.48%,56.0,8.856399999999999,1.0,5.6000000000000005,292.0,76.82075999999999
44,阳光玫瑰葡萄1份-约500g,-3.2099999999999955,-3.4594%,18.61%,69.0,-28.4,0.1,69.0,293.0,92.78999999999999
45,优选车厘子XL-1斤,-3.2099999999999955,-3.4594%,-35.52%,28.5,22.0,1.0,28.5,293.0,92.78999999999999
46,网纹瓜1只约3斤,-3.2099999999999955,-3.4594%,-10.90%,56.0,13.5,1.0,5.6000000000000005,293.0,92.78999999999999
47,阳光玫瑰葡萄1份-约500g,-3.2952399999999935,-4.7976%,86.32%,25.3,-28.4,0.1,25.3,294.0,68.68476
48,红肉菠萝蜜1斤,-3.2952399999999935,-4.7976%,-62.11%,23.96,18.8,1.0,23.96,294.0,68.68476
49,佳沛阳光金果36#,-3.2952399999999935,-4.7976%,-18.38%,21.4564,5.080000000000002,1.0,21.4564,294.0,68.68476
50,凯特芒青1个-约700g,-3.2952399999999935,-4.7976%,-12.02%,56.0,8.856399999999999,1.0,5.6000000000000005,294.0,68.68476
51,奶油草莓,-3.3099999999999983,-12.6384%,-635.52%,25.3,-19.2,0.1,25.3,295.0,26.19
52,红肉菠萝蜜1斤,-3.3099999999999983,-12.6384%,409.39%,38.0,18.8,1.0,3.8000000000000003,295.0,26.19
53,酥极红薯片5包,-3.575240000000001,-4.9584%,58.64%,29.8,-21.1,0.1,29.8,296.0,72.10476000000001
54,花生糖/芝麻粮任选1包(500g),-3.575240000000001,-4.9584%,-40.64%,23.96,11.600000000000001,1.0,23.96,296.0,72.10476000000001
55,佳沛阳光金果36#,-3.575240000000001,-4.9584%,-19.49%,21.4564,5.080000000000002,1.0,21.4564,296.0,72.10476000000001
56,凯特芒青1个-约700g,-3.575240000000001,-4.9584%,-14.57%,49.0,8.856399999999999,1.0,4.9,296.0,72.10476000000001
57,酥极红薯片5包,-3.805999999999999,-4.3214%,19.46%,69.0,-21.1,0.1,69.0,297.0,88.07400000000001
58,优选车厘子XL-1斤,-3.805999999999999,-4.3214%,-60.88%,23.96,22.0,1.0,23.96,297.0,88.07400000000001
59,佳沛阳光金果36#,-3.805999999999999,-4.3214%,-6.60%,49.0,5.080000000000002,1.0,4.9,297.0,88.07400000000001
60,阳光玫瑰葡萄1份-约500g,-4.069999999999995,-7.4501%,199.29%,29.8,-28.4,0.1,29.8,298.0,54.63
61,花生糖/芝麻粮任选1包(500g),-4.069999999999995,-7.4501%,-94.42%,25.3,11.600000000000001,1.0,25.3,298.0,54.63
62,红肉菠萝蜜1斤,-4.069999999999995,-7.4501%,-68.32%,56.0,18.8,1.0,5.6000000000000005,298.0,54.63
63,酥极红薯片5包,-4.22924,-8.5663%,253.66%,28.5,-21.1,0.1,28.5,299.0,49.370760000000004
64,网纹瓜1只约3斤,-4.22924,-8.5663%,-216.40%,21.4564,13.5,1.0,21.4564,299.0,49.370760000000004
65,凯特芒青1个-约700g,-4.22924,-8.5663%,-60.84%,49.0,8.856399999999999,1.0,4.9,299.0,49.370760000000004
66,奶油草莓,-4.249239999999996,-8.5755%,223.92%,29.8,-19.2,0.1,29.8,300.0,49.55076
67,花生糖/芝麻粮任选1包(500g),-4.249239999999996,-8.5755%,-186.82%,21.4564,11.600000000000001,1.0,21.4564,300.0,49.55076
68,凯特芒青1个-约700g,-4.249239999999996,-8.5755%,-78.82%,38.0,8.856399999999999,1.0,3.8000000000000003,300.0,49.55076
69,阳光玫瑰葡萄1份-约500g,-4.465239999999998,-4.1339%,24.39%,69.0,-28.4,0.1,69.0,301.0,108.01476000000001
70,优选车厘子XL-1斤,-4.465239999999998,-4.1339%,-56.67%,23.96,22.0,1.0,23.96,301.0,108.01476000000001
71,佳沛阳光金果36#,-4.465239999999998,-4.1339%,-14.33%,21.4564,5.080000000000002,1.0,21.4564,301.0,108.01476000000001
72,凯特芒青1个-约700g,-4.465239999999998,-4.1339%,-9.37%,56.0,8.856399999999999,1.0,5.6000000000000005,301.0,108.01476000000001
73,奶油草莓,-4.479999999999998,-6.8376%,44.52%,69.0,-19.2,0.1,69.0,302.0,65.52
74,优选车厘子XL-1斤,-4.479999999999998,-6.8376%,-92.63%,38.0,22.0,1.0,3.8000000000000003,302.0,65.52
75,阳光玫瑰葡萄1份-约500g,-5.239999999999993,-5.5768%,41.48%,69.0,-28.4,0.1,69.0,303.0,93.96
76,优选车厘子XL-1斤,-5.239999999999993,-5.5768%,-76.45%,29.8,22.0,1.0,29.8,303.0,93.96
77,花生糖/芝麻粮任选1包(500g),-5.239999999999993,-5.5768%,-20.87%,56.0,11.600000000000001,1.0,5.6000000000000005,303.0,93.96
78,酥极红薯片5包,-5.32,-19.5732%,-195.22%,25.3,-21.1,0.1,25.3,304.0,27.180000000000003
79,红肉菠萝蜜1斤,-5.32,-19.5732%,88.75%,49.0,18.8,1.0,4.9,304.0,27.180000000000003
80,阳光玫瑰葡萄1份-约500g,-5.97924,-12.6892%,-913.45%,25.3,-28.4,0.1,25.3,305.0,47.120760000000004
81,红肉菠萝蜜1斤,-5.97924,-12.6892%,719.86%,21.4564,18.8,1.0,21.4564,305.0,47.120760000000004
82,凯特芒青1个-约700g,-5.97924,-12.6892%,127.17%,56.0,8.856399999999999,1.0,5.6000000000000005,305.0,47.120760000000004
83,奶油草莓,-6.245999999999996,-12.3356%,-690.80%,28.5,-19.2,0.1,28.5,306.0,50.634
84,网纹瓜1只约3斤,-6.245999999999996,-12.3356%,591.31%,23.96,13.5,1.0,23.96,306.0,50.634
85,佳沛阳光金果36#,-6.245999999999996,-12.3356%,134.68%,38.0,5.080000000000002,1.0,3.8000000000000003,306.0,50.634
86,酥极红薯片5包,-6.2592399999999975,-12.3845%,-707.60%,29.8,-21.1,0.1,29.8,307.0,50.54076
87,花生糖/芝麻粮任选1包(500g),-6.2592399999999975,-12.3845%,537.21%,21.4564,11.600000000000001,1.0,21.4564,307.0,50.54076
88,凯特芒青1个-约700g,-6.2592399999999975,-12.3845%,175.78%,49.0,8.856399999999999,1.0,4.9,307.0,50.54076
89,酥极红薯片5包,-6.49,-9.7579%,220.51%,69.0,-21.1,0.1,69.0,308.0,66.51
90,优选车厘子XL-1斤,-6.49,-9.7579%,-323.76%,49.0,22.0,1.0,4.9,308.0,66.51
91,阳光玫瑰葡萄1份-约500g,-7.005999999999991,-8.8601%,385.45%,29.8,-28.4,0.1,29.8,309.0,79.07399999999998
92,花生糖/芝麻粮任选1包(500g),-7.005999999999991,-8.8601%,-163.06%,28.5,11.600000000000001,1.0,28.5,309.0,79.07399999999998
93,网纹瓜1只约3斤,-7.005999999999991,-8.8601%,-231.02%,23.96,13.5,1.0,23.96,309.0,79.07399999999998
94,佳沛阳光金果36#,-7.005999999999991,-8.8601%,-35.70%,56.0,5.080000000000002,1.0,5.6000000000000005,309.0,79.07399999999998
95,阳光玫瑰葡萄1份-约500g,-7.149239999999995,-8.2697%,119.79%,69.0,-28.4,0.1,69.0,310.0,86.45076
96,优选车厘子XL-1斤,-7.149239999999995,-8.2697%,-304.90%,21.4564,22.0,1.0,21.4564,310.0,86.45076
97,凯特芒青1个-约700g,-7.149239999999995,-8.2697%,-46.03%,56.0,8.856399999999999,1.0,5.6000000000000005,310.0,86.45076
98,沙洲绿宝瓜1只-约3斤,-7.2159999999999975,-29.7395%,-66.63%,23.96,-9.6,0.1,23.96,311.0,24.264000000000003
99,佳沛阳光金果36#,-7.2159999999999975,-29.7395%,27.03%,30.0,5.080000000000002,1.0,3.0,311.0,24.264000000000003
100,酥极红薯片5包,-8.255999999999998,-15.9926%,-246.88%,28.5,-21.1,0.1,28.5,312.0,51.624
101,网纹瓜1只约3斤,-8.255999999999998,-15.9926%,192.30%,23.96,13.5,1.0,23.96,312.0,51.624
102,佳沛阳光金果36#,-8.255999999999998,-15.9926%,33.97%,49.0,5.080000000000002,1.0,4.9,312.0,51.624
103,奶油草莓,-8.275999999999996,-15.9756%,-217.43%,29.8,-19.2,0.1,29.8,313.0,51.804
104,花生糖/芝麻粮任选1包(500g),-8.275999999999996,-15.9756%,165.63%,23.96,11.600000000000001,1.0,23.96,313.0,51.804
105,佳沛阳光金果36#,-8.275999999999996,-15.9756%,43.90%,38.0,5.080000000000002,1.0,3.8000000000000003,313.0,51.804
106,阳光玫瑰葡萄1份-约500g,-8.915239999999997,-12.4576%,-938.42%,28.5,-28.4,0.1,28.5,314.0,71.56475999999999
107,网纹瓜1只约3斤,-8.915239999999997,-12.4576%,543.05%,23.96,13.5,1.0,23.96,314.0,71.56475999999999
108,佳沛阳光金果36#,-8.915239999999997,-12.4576%,223.81%,21.4564,5.080000000000002,1.0,21.4564,314.0,71.56475999999999
109,凯特芒青1个-约700g,-8.915239999999997,-12.4576%,146.32%,56.0,8.856399999999999,1.0,5.6000000000000005,314.0,71.56475999999999
0,奶油草莓,-8.929999999999998,-30.7190%,-107.43%,28.5,-19.2,0.1,28.5,315.0,29.069999999999997
1,网纹瓜1只约3斤,-8.929999999999998,-30.7190%,55.66%,38.0,13.5,1.0,3.8000000000000003,315.0,29.069999999999997
2,阳光玫瑰葡萄1份-约500g,-9.689999999999996,-16.8492%,-287.56%,29.8,-28.4,0.1,29.8,316.0,57.51
3,花生糖/芝麻粮任选1包(500g),-9.689999999999996,-16.8492%,121.65%,28.5,11.600000000000001,1.0,28.5,316.0,57.51
4,网纹瓜1只约3斤,-9.689999999999996,-16.8492%,70.79%,56.0,13.5,1.0,5.6000000000000005,316.0,57.51
5,阳光玫瑰葡萄1份-约500g,-10.005999999999997,-20.2657%,-251.48%,25.3,-28.4,0.1,25.3,317.0,49.37400000000001
6,红肉菠萝蜜1斤,-10.005999999999997,-20.2657%,180.95%,23.96,18.8,1.0,23.96,317.0,49.37400000000001
7,佳沛阳光金果36#,-10.005999999999997,-20.2657%,20.08%,56.0,5.080000000000002,1.0,5.6000000000000005,317.0,49.37400000000001
8,奶油草莓,-10.185239999999997,-22.9942%,-161.53%,23.96,-19.2,0.1,23.96,318.0,44.29476
9,佳沛阳光金果36#,-10.185239999999997,-22.9942%,46.81%,21.4564,5.080000000000002,1.0,21.4564,318.0,44.29476
10,凯特芒青1个-约700g,-10.185239999999997,-22.9942%,45.10%,38.0,8.856399999999999,1.0,3.8000000000000003,318.0,44.29476
11,酥极红薯片5包,-10.285999999999998,-19.4833%,-169.32%,29.8,-21.1,0.1,29.8,319.0,52.794000000000004
12,花生糖/芝麻粮任选1包(500g),-10.285999999999998,-19.4833%,117.37%,23.96,11.600000000000001,1.0,23.96,319.0,52.794000000000004
13,佳沛阳光金果36#,-10.285999999999998,-19.4833%,24.13%,49.0,5.080000000000002,1.0,4.9,319.0,52.794000000000004
14,酥极红薯片5包,-10.940000000000001,-36.3939%,-108.47%,28.5,-21.1,0.1,28.5,320.0,30.06
15,网纹瓜1只约3斤,-10.940000000000001,-36.3939%,39.66%,49.0,13.5,1.0,4.9,320.0,30.06
16,阳光玫瑰葡萄1份-约500g,-10.945239999999997,-15.0482%,-374.31%,29.8,-28.4,0.1,29.8,321.0,72.73476000000001
17,花生糖/芝麻粮任选1包(500g),-10.945239999999997,-15.0482%,192.77%,23.96,11.600000000000001,1.0,23.96,321.0,72.73476000000001
18,佳沛阳光金果36#,-10.945239999999997,-15.0482%,92.46%,21.4564,5.080000000000002,1.0,21.4564,321.0,72.73476000000001
19,凯特芒青1个-约700g,-10.945239999999997,-15.0482%,60.45%,56.0,8.856399999999999,1.0,5.6000000000000005,321.0,72.73476000000001
20,奶油草莓,-10.959999999999997,-36.2434%,-95.48%,29.8,-19.2,0.1,29.8,322.0,30.240000000000002
21,花生糖/芝麻粮任选1包(500g),-10.959999999999997,-36.2434%,44.02%,38.0,11.600000000000001,1.0,3.8000000000000003,322.0,30.240000000000002
22,阳光玫瑰葡萄1份-约500g,-11.175999999999995,-12.5992%,-348.48%,69.0,-28.4,0.1,69.0,323.0,88.70400000000001
23,优选车厘子XL-1斤,-11.175999999999995,-12.5992%,809.86%,23.96,22.0,1.0,23.96,323.0,88.70400000000001
24,佳沛阳光金果36#,-11.175999999999995,-12.5992%,76.80%,56.0,5.080000000000002,1.0,5.6000000000000005,323.0,88.70400000000001
25,阳光玫瑰葡萄1份-约500g,-11.599239999999998,-23.1981%,-194.67%,28.5,-28.4,0.1,28.5,324.0,50.00076000000001
26,网纹瓜1只约3斤,-11.599239999999998,-23.1981%,123.38%,21.4564,13.5,1.0,21.4564,324.0,50.00076000000001
27,凯特芒青1个-约700g,-11.599239999999998,-23.1981%,30.35%,56.0,8.856399999999999,1.0,5.6000000000000005,324.0,50.00076000000001
28,酥极红薯片5包,-12.195239999999998,-26.9301%,-156.18%,23.96,-21.1,0.1,23.96,325.0,45.28476
29,佳沛阳光金果36#,-12.195239999999998,-26.9301%,41.18%,21.4564,5.080000000000002,1.0,21.4564,325.0,45.28476
30,凯特芒青1个-约700g,-12.195239999999998,-26.9301%,30.77%,49.0,8.856399999999999,1.0,4.9,325.0,45.28476
31,阳光玫瑰葡萄1份-约500g,-12.689999999999998,-45.6311%,-150.16%,25.3,-28.4,0.1,25.3,326.0,27.810000000000002
32,红肉菠萝蜜1斤,-12.689999999999998,-45.6311%,44.38%,56.0,18.8,1.0,5.6000000000000005,326.0,27.810000000000002
33,奶油草莓,-12.86924,-56.6160%,-113.75%,21.4564,-19.2,0.1,21.4564,327.0,22.73076
34,凯特芒青1个-约700g,-12.86924,-56.6160%,29.00%,38.0,8.856399999999999,1.0,3.8000000000000003,327.0,22.73076
35,酥极红薯片5包,-12.969999999999999,-41.5306%,-99.33%,29.8,-21.1,0.1,29.8,328.0,31.230000000000004
36,花生糖/芝麻粮任选1包(500g),-12.969999999999999,-41.5306%,32.32%,49.0,11.600000000000001,1.0,4.9,328.0,31.230000000000004
37,阳光玫瑰葡萄1份-约500g,-13.629239999999996,-26.6348%,-168.03%,29.8,-28.4,0.1,29.8,329.0,51.17076
38,花生糖/芝麻粮任选1包(500g),-13.629239999999996,-26.6348%,94.77%,21.4564,11.600000000000001,1.0,21.4564,329.0,51.17076
39,凯特芒青1个-约700g,-13.629239999999996,-26.6348%,27.13%,56.0,8.856399999999999,1.0,5.6000000000000005,329.0,51.17076
40,阳光玫瑰葡萄1份-约500g,-13.859999999999996,-20.6434%,-89.14%,69.0,-28.4,0.1,69.0,330.0,67.14
41,优选车厘子XL-1斤,-13.859999999999996,-20.6434%,85.08%,56.0,22.0,1.0,5.6000000000000005,330.0,67.14
42,酥极红薯片5包,-14.879240000000003,-62.7267%,-122.11%,21.4564,-21.1,0.1,21.4564,331.0,23.720760000000002
43,凯特芒青1个-约700g,-14.879240000000003,-62.7267%,21.97%,49.0,8.856399999999999,1.0,4.9,331.0,23.720760000000002
44,阳光玫瑰葡萄1份-约500g,-15.625999999999996,-29.9039%,-161.40%,28.5,-28.4,0.1,28.5,332.0,52.254000000000005
45,网纹瓜1只约3斤,-15.625999999999996,-29.9039%,93.40%,23.96,13.5,1.0,23.96,332.0,52.254000000000005
46,佳沛阳光金果36#,-15.625999999999996,-29.9039%,14.43%,56.0,5.080000000000002,1.0,5.6000000000000005,332.0,52.254000000000005
47,奶油草莓,-16.895999999999997,-67.6273%,-99.89%,23.96,-19.2,0.1,23.96,333.0,24.984
48,佳沛阳光金果36#,-16.895999999999997,-67.6273%,16.00%,38.0,5.080000000000002,1.0,3.8000000000000003,333.0,24.984
49,阳光玫瑰葡萄1份-约500g,-17.655999999999995,-33.0488%,-147.53%,29.8,-28.4,0.1,29.8,334.0,53.42400000000001
50,花生糖/芝麻粮任选1包(500g),-17.655999999999995,-33.0488%,75.98%,23.96,11.600000000000001,1.0,23.96,334.0,53.42400000000001
51,佳沛阳光金果36#,-17.655999999999995,-33.0488%,13.67%,56.0,5.080000000000002,1.0,5.6000000000000005,334.0,53.42400000000001
52,阳光玫瑰葡萄1份-约500g,-18.31,-59.6611%,-124.64%,28.5,-28.4,0.1,28.5,335.0,30.69
53,网纹瓜1只约3斤,-18.31,-59.6611%,29.62%,56.0,13.5,1.0,5.6000000000000005,335.0,30.69
54,酥极红薯片5包,-18.906,-72.7882%,-108.27%,23.96,-21.1,0.1,23.96,336.0,25.974
55,佳沛阳光金果36#,-18.906,-72.7882%,12.24%,49.0,5.080000000000002,1.0,4.9,336.0,25.974
56,阳光玫瑰葡萄1份-约500g,-19.565239999999996,-42.6121%,-167.03%,23.96,-28.4,0.1,23.96,337.0,45.91476
