,当前组合商品名称,总毛利,总毛利率,每款商品对应的毛利率,每款商品的原始售价,每款商品的折扣毛利,每款商品的折扣率,每款商品的活动价,毛利排名,该组合下客户最终的订单金额
66,阳光玫瑰葡萄1份-约500g,30.009999999999998,16.9347%,-12.89%,133.0,-28.4,0.1,133.0,124.0,177.21
67,甄选车厘子（JJ）-1斤,30.009999999999998,16.9347%,110.35%,29.8,53.0,1.0,29.8,124.0,177.21
68,花生糖/芝麻粮任选1包(500g),30.009999999999998,16.9347%,25.02%,28.5,11.600000000000001,1.0,28.5,124.0,177.21
69,网纹瓜1只约3斤,30.009999999999998,16.9347%,14.56%,56.0,13.5,1.0,5.6000000000000005,124.0,177.21
70,阳光玫瑰葡萄1份-约500g,29.694,17.5627%,-13.08%,133.0,-28.4,0.1,133.0,125.0,169.074
71,甄选车厘子（JJ）-1斤,29.694,17.5627%,129.85%,25.3,53.0,1.0,25.3,125.0,169.074
72,红肉菠萝蜜1斤,29.694,17.5627%,50.07%,23.96,18.8,1.0,23.96,125.0,169.074
73,佳沛阳光金果36#,29.694,17.5627%,5.56%,56.0,5.080000000000002,1.0,5.6000000000000005,125.0,169.074
74,网纹瓜1只约3斤,29.604,42.3011%,38.18%,28.5,13.5,1.0,28.5,126.0,69.984
75,红肉菠萝蜜1斤,29.604,42.3011%,59.56%,25.3,18.8,1.0,25.3,126.0,69.984
76,佳沛阳光金果36#,29.604,42.3011%,17.49%,23.96,5.080000000000002,1.0,23.96,126.0,69.984
77,奶油草莓,29.514759999999992,17.9974%,-8.93%,133.0,-19.2,0.1,133.0,127.0,163.99476
78,甄选车厘子（JJ）-1斤,29.514759999999992,17.9974%,142.47%,23.96,53.0,1.0,23.96,127.0,163.99476
79,佳沛阳光金果36#,29.514759999999992,17.9974%,14.96%,21.4564,5.080000000000002,1.0,21.4564,127.0,163.99476
80,凯特芒青1个-约700g,29.514759999999992,17.9974%,14.41%,38.0,8.856399999999999,1.0,3.8000000000000003,127.0,163.99476
81,酥极红薯片5包,29.413999999999994,17.0522%,-9.61%,133.0,-21.1,0.1,133.0,128.0,172.49400000000003
82,甄选车厘子（JJ）-1斤,29.413999999999994,17.0522%,110.66%,29.8,53.0,1.0,29.8,128.0,172.49400000000003
83,花生糖/芝麻粮任选1包(500g),29.413999999999994,17.0522%,30.54%,23.96,11.600000000000001,1.0,23.96,128.0,172.49400000000003
84,佳沛阳光金果36#,29.413999999999994,17.0522%,6.28%,49.0,5.080000000000002,1.0,4.9,128.0,172.49400000000003
85,酥极红薯片5包,28.76,19.2041%,-10.05%,133.0,-21.1,0.1,133.0,129.0,149.76000000000002
86,甄选车厘子（JJ）-1斤,28.76,19.2041%,119.91%,28.5,53.0,1.0,28.5,129.0,149.76000000000002
87,网纹瓜1只约3斤,28.76,19.2041%,17.45%,49.0,13.5,1.0,4.9,129.0,149.76000000000002
88,奶油草莓,28.73999999999999,19.1677%,-9.14%,133.0,-19.2,0.1,133.0,130.0,149.94000000000003
89,甄选车厘子（JJ）-1斤,28.73999999999999,19.1677%,115.69%,29.8,53.0,1.0,29.8,130.0,149.94000000000003
90,花生糖/芝麻粮任选1包(500g),28.73999999999999,19.1677%,19.32%,38.0,11.600000000000001,1.0,3.8000000000000003,130.0,149.94000000000003
91,花生糖/芝麻粮任选1包(500g),28.66476,38.0448%,10.93%,29.8,11.600000000000001,1.0,29.8,131.0,75.34476
92,网纹瓜1只约3斤,28.66476,38.0448%,13.17%,28.5,13.5,1.0,28.5,131.0,75.34476
93,佳沛阳光金果36#,28.66476,38.0448%,6.03%,23.96,5.080000000000002,1.0,23.96,131.0,75.34476
94,凯特芒青1个-约700g,28.66476,38.0448%,11.52%,21.4564,8.856399999999999,1.0,21.4564,131.0,75.34476
95,阳光玫瑰葡萄1份-约500g,28.524000000000004,13.6869%,-11.79%,133.0,-28.4,0.1,133.0,132.0,208.404
96,甄选车厘子（JJ）-1斤,28.524000000000004,13.6869%,42.40%,69.0,53.0,1.0,69.0,132.0,208.404
97,优选车厘子XL-1斤,28.524000000000004,13.6869%,52.79%,23.96,22.0,1.0,23.96,132.0,208.404
