,goods,value,all_profit,all_profit_total,all_sales_price,discount_rate,profit_rate
33470,"['【鲜果切】新疆蜜瓜果切约200g/份', '越南酸奶百香果味-400g/4小杯', '【鲜果切】西瓜鲜果切-约2斤']",35.53,"[0.7777777777777777, 8.47, 16.799999999999997]",22.599999999999998,"[7.8, 16.8, 19.9]","[0.3561253561253561, 0.8796296296296297, 0.843104410943607]","['11.1111%', '52.9375%', '88.4211%']"
33475,"['【鲜果切】新疆蜜瓜果切约200g/份', '越南酸奶百香果味-400g/4小杯', '佳沛阳光金果36#-4只']",48.040000000000006,"[0.7777777777777777, 8.47, 29.4]",33.81,"[7.8, 16.8, 33.8]","[0.3561253561253561, 0.8796296296296297, 0.8809993425378042]","['11.1111%', '52.9375%', '89.0909%']"
33476,"['【鲜果切】新疆蜜瓜果切约200g/份', '越南酸奶百香果味-400g/4小杯', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",64.24000000000001,"[0.7777777777777777, 8.47, 30.999999999999996]",28.109999999999992,"[7.8, 16.8, 56.8]","[0.3561253561253561, 0.8796296296296297, 0.8059467918622849]","['9.1347%', '43.5214%', '45.5106%']"
33477,"['【鲜果切】新疆蜜瓜果切约200g/份', '越南酸奶百香果味-400g/4小杯', '【新鲜直达】A级进口车厘子-约250g']",57.940000000000005,"[0.7777777777777777, 8.47, -5.200000000000003]",-7.390000000000002,"[7.8, 16.8, 49.8]","[0.3561253561253561, 0.8796296296296297, 0.959393128067827]","['18.6288%', '88.7545%', '-17.7924%']"
33713,"['【鲜果切】新疆蜜瓜果切约200g/份', '【默认开口】泰国椰青1只', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",63.34,"[0.7777777777777777, 7.300000000000001, 30.999999999999996]",27.04,"[7.8, 15.8, 56.8]","[0.3561253561253561, 0.9353023909985936, 0.8059467918622849]","['9.0565%', '39.6677%', '45.1210%']"
33714,"['【鲜果切】新疆蜜瓜果切约200g/份', '【默认开口】泰国椰青1只', '【新鲜直达】A级进口车厘子-约250g']",57.040000000000006,"[0.7777777777777777, 7.300000000000001, -5.200000000000003]",-8.46,"[7.8, 15.8, 49.8]","[0.3561253561253561, 0.9353023909985936, 0.959393128067827]","['17.6780%', '77.4295%', '-16.8843%']"
34356,"['【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】西瓜鲜果切-约2斤', '【鲜果切】鲜橙果切-约350g/份']",37.33,"[0.7777777777777777, 16.799999999999997, 12.700000000000001]",26.630000000000003,"[7.8, 19.9, 18.8]","[0.3561253561253561, 0.843104410943607, 0.8392434988179668]","['11.1111%', '88.4211%', '70.5556%']"
34363,"['【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】西瓜鲜果切-约2斤', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",67.03,"[0.7777777777777777, 16.799999999999997, 30.999999999999996]",36.129999999999995,"[7.8, 19.9, 56.8]","[0.3561253561253561, 0.843104410943607, 0.8059467918622849]","['9.5735%', '76.1845%', '47.6963%']"
34364,"['【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】西瓜鲜果切-约2斤', '【新鲜直达】A级进口车厘子-约250g']",60.73,"[0.7777777777777777, 16.799999999999997, -5.200000000000003]",0.6299999999999972,"[7.8, 19.9, 49.8]","[0.3561253561253561, 0.843104410943607, 0.959393128067827]","['-77.0723%', '-613.3333%', '73.6119%']"
34545,"['【鲜果切】新疆蜜瓜果切约200g/份', '【新鲜直达】A级进口车厘子-约250g']",47.32,"[0.7777777777777777, -5.200000000000003]",-9.180000000000001,"[7.8, 49.8]","[0.3561253561253561, 0.959393128067827]","['11.1111%', '-10.6122%']"
34552,"['菲诺纯椰汁-约180ml/袋', '砀山酥梨-1只约300g', '砀山酥梨-1只约300g', '【新鲜直达】A级进口车厘子-约250g']",51.46,"[2.6777777777777776, 2.5, 2.5, -5.200000000000003]",-8.240000000000002,"[7.8, 3.8, 3.8, 49.8]","[0.6125356125356125, 0.0029239766081871348, 0.0029239766081871348, 0.959393128067827]","['61.4663%', '133.8997%', '133.8997%', '-17.0517%']"
34579,"['菲诺纯椰汁-约180ml/袋', '砀山酥梨-1只约300g', '砀山酥梨-2只约550-600g', '【鲜果切】西瓜鲜果切-约2斤']",31.749999999999996,"[2.6777777777777776, 2.5, 5.3, 16.799999999999997]",24.25,"[7.8, 3.8, 6.8, 19.9]","[0.6125356125356125, 0.0029239766081871348, 0.8660130718954248, 0.843104410943607]","['38.2540%', '83.3333%', '88.3333%', '88.4211%']"
34609,"['菲诺纯椰汁-约180ml/袋', '砀山酥梨-1只约300g', '红心猕猴桃-2只约180g', '【鲜果切】西瓜鲜果切-约2斤']",35.440000000000005,"[2.6777777777777776, 2.5, 8.7, 16.799999999999997]",27.239999999999995,"[7.8, 3.8, 10.9, 19.9]","[0.6125356125356125, 0.0029239766081871348, 0.6320081549439348, 0.843104410943607]","['38.2540%', '83.3333%', '87.0000%', '88.4211%']"
34616,"['菲诺纯椰汁-约180ml/袋', '砀山酥梨-1只约300g', '红心猕猴桃-2只约180g', '【新鲜直达】A级进口车厘子-约250g']",57.849999999999994,"[2.6777777777777776, 2.5, 8.7, -5.200000000000003]",-2.7500000000000018,"[7.8, 3.8, 10.9, 49.8]","[0.6125356125356125, 0.0029239766081871348, 0.6320081549439348, 0.959393128067827]","['107.8066%', '234.8485%', '245.1818%', '-29.9072%']"
35140,"['菲诺纯椰汁-约180ml/袋', '砀山酥梨-1只约300g', '【鲜果切】西瓜鲜果切-约2斤']",25.63,"[2.6777777777777776, 2.5, 16.799999999999997]",19.629999999999995,"[7.8, 3.8, 19.9]","[0.6125356125356125, 0.0029239766081871348, 0.843104410943607]","['38.2540%', '83.3333%', '88.4211%']"
35228,"['菲诺纯椰汁-约180ml/袋', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '【鲜果切】西瓜鲜果切-约2斤']",36.24999999999999,"[2.6777777777777776, 5.8, 5.699999999999999, 16.799999999999997]",27.45,"[7.8, 7.8, 7.8, 19.9]","[0.6125356125356125, 0.3561253561253561, 0.6125356125356125, 0.843104410943607]","['38.2540%', '82.8571%', '81.4286%', '88.4211%']"
35301,"['菲诺纯椰汁-约180ml/袋', '【鲜果切】新疆蜜瓜果切约200g/份', '红心猕猴桃-2只约180g', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",45.25,"[2.6777777777777776, 5.8, 8.7, 14.8]",27.450000000000003,"[7.8, 7.8, 10.9, 26.8]","[0.6125356125356125, 0.3561253561253561, 0.6320081549439348, 0.8872305140961856]","['38.2540%', '82.8571%', '87.0000%', '56.9231%']"
35303,"['菲诺纯椰汁-约180ml/袋', '【鲜果切】新疆蜜瓜果切约200g/份', '红心猕猴桃-2只约180g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",67.75,"[2.6777777777777776, 5.8, 8.7, 30.999999999999996]",35.65,"[7.8, 7.8, 10.9, 56.8]","[0.6125356125356125, 0.3561253561253561, 0.6320081549439348, 0.8059467918622849]","['32.8888%', '71.2362%', '74.7980%', '47.5932%']"
35756,"['菲诺纯椰汁-约180ml/袋', '【鲜果切】新疆蜜瓜果切约200g/份', '【新鲜直达】A级进口车厘子-约250g']",51.63999999999999,"[2.6777777777777776, 5.8, -5.200000000000003]",-7.460000000000001,"[7.8, 7.8, 49.8]","[0.6125356125356125, 0.3561253561253561, 0.959393128067827]","['63.8934%', '138.3914%', '-17.7250%']"
37881,"['菲诺纯椰汁-约180ml/袋', '红心猕猴桃-2只约180g', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】西瓜鲜果切-约2斤']",40.84,"[2.6777777777777776, 8.7, 6.700000000000001, 16.799999999999997]",30.839999999999996,"[7.8, 10.9, 9.8, 19.9]","[0.6125356125356125, 0.6320081549439348, 0.8956916099773243, 0.843104410943607]","['38.2540%', '87.0000%', '74.4444%', '88.4211%']"
37887,"['菲诺纯椰汁-约180ml/袋', '红心猕猴桃-2只约180g', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",69.55,"[2.6777777777777776, 8.7, 6.700000000000001, 30.999999999999996]",36.349999999999994,"[7.8, 10.9, 9.8, 56.8]","[0.6125356125356125, 0.6320081549439348, 0.8956916099773243, 0.8059467918622849]","['32.9921%', '75.0330%', '64.2045%', '47.7427%']"
37888,"['菲诺纯椰汁-约180ml/袋', '红心猕猴桃-2只约180g', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【新鲜直达】A级进口车厘子-约250g']",63.24999999999999,"[2.6777777777777776, 8.7, 6.700000000000001, -5.200000000000003]",0.849999999999997,"[7.8, 10.9, 9.8, 49.8]","[0.6125356125356125, 0.6320081549439348, 0.8956916099773243, 0.959393128067827]","['-186.7694%', '-424.7647%', '-363.4641%', '51.8127%']"
44011,"['菲诺纯椰汁-约180ml/袋', '越南酸奶百香果味-400g/4小杯', '越南酸奶百香果味-400g/4小杯']",34.540000000000006,"[2.6777777777777776, 8.47, 8.47]",16.28,"[7.8, 16.8, 16.8]","[0.6125356125356125, 0.8796296296296297, 0.8796296296296297]","['38.2540%', '52.9375%', '52.9375%']"
44021,"['菲诺纯椰汁-约180ml/袋', '越南酸奶百香果味-400g/4小杯', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",43.540000000000006,"[2.6777777777777776, 8.47, 14.8]",21.610000000000003,"[7.8, 16.8, 26.8]","[0.6125356125356125, 0.8796296296296297, 0.8872305140961856]","['38.2540%', '52.9375%', '56.9231%']"
44022,"['菲诺纯椰汁-约180ml/袋', '越南酸奶百香果味-400g/4小杯', '佳沛阳光金果36#-4只']",45.34,"[2.6777777777777776, 8.47, 29.4]",30.509999999999998,"[7.8, 16.8, 33.8]","[0.6125356125356125, 0.8796296296296297, 0.8809993425378042]","['31.9849%', '44.2621%', '74.4906%']"
44023,"['菲诺纯椰汁-约180ml/袋', '越南酸奶百香果味-400g/4小杯', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",66.04,"[2.6777777777777776, 8.47, 30.999999999999996]",29.81,"[7.8, 16.8, 56.8]","[0.6125356125356125, 0.8796296296296297, 0.8059467918622849]","['31.8377%', '44.0583%', '46.0721%']"
44024,"['菲诺纯椰汁-约180ml/袋', '越南酸奶百香果味-400g/4小杯', '【新鲜直达】A级进口车厘子-约250g']",59.74,"[2.6777777777777776, 8.47, -5.200000000000003]",-5.690000000000001,"[7.8, 16.8, 49.8]","[0.6125356125356125, 0.8796296296296297, 0.959393128067827]","['71.8691%', '99.4555%', '-19.9376%']"
44464,"['菲诺纯椰汁-约180ml/袋', '【鲜果切】西瓜鲜果切-约2斤', '佳沛阳光金果36#-4只']",48.129999999999995,"[2.6777777777777776, 16.799999999999997, 29.4]",38.529999999999994,"[7.8, 19.9, 33.8]","[0.6125356125356125, 0.843104410943607, 0.8809993425378042]","['33.2898%', '76.9467%', '77.5297%']"
44465,"['菲诺纯椰汁-约180ml/袋', '【鲜果切】西瓜鲜果切-约2斤', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",68.83,"[2.6777777777777776, 16.799999999999997, 30.999999999999996]",37.83,"[7.8, 19.9, 56.8]","[0.6125356125356125, 0.843104410943607, 0.8059467918622849]","['33.1979%', '76.7344%', '48.0406%']"
44466,"['菲诺纯椰汁-约180ml/袋', '【鲜果切】西瓜鲜果切-约2斤', '【新鲜直达】A级进口车厘子-约250g']",62.53,"[2.6777777777777776, 16.799999999999997, -5.200000000000003]",2.3299999999999956,"[7.8, 19.9, 49.8]","[0.6125356125356125, 0.843104410943607, 0.959393128067827]","['-43.8361%', '-101.3237%', '12.1608%']"
44612,"['菲诺纯椰汁-约180ml/袋', '【新鲜直达】A级进口车厘子-约250g']",49.12,"[2.6777777777777776, -5.200000000000003]",-7.480000000000002,"[7.8, 49.8]","[0.6125356125356125, 0.959393128067827]","['38.2540%', '-10.6122%']"
64747,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '砀山酥梨-1只约300g', '【甜】喀什西梅-约250-300g']",32.660000000000004,"[4.688888888888889, 2.5, 2.5, 6.800000000000001]",13.360000000000003,"[10.9, 3.8, 3.8, 21.8]","[0.6320081549439348, 0.0029239766081871348, 0.0029239766081871348, 0.7237512742099897]","['46.8889%', '83.3333%', '83.3333%', '32.3810%']"
64748,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '砀山酥梨-1只约300g', '【不吐籽大口吃】软籽石榴-1只350-450g']",31.76,"[4.688888888888889, 2.5, 2.5, 8.8]",15.460000000000003,"[10.9, 3.8, 3.8, 20.8]","[0.6320081549439348, 0.0029239766081871348, 0.0029239766081871348, 0.9027777777777776]","['46.8889%', '83.3333%', '83.3333%', '44.0000%']"
64749,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '砀山酥梨-1只约300g', '那么大西梅-约228g/罐']",33.56,"[4.688888888888889, 2.5, 2.5, 10.8]",17.26,"[10.9, 3.8, 3.8, 22.8]","[0.6320081549439348, 0.0029239766081871348, 0.0029239766081871348, 0.8723196881091616]","['46.8889%', '83.3333%', '83.3333%', '49.0909%']"
64750,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '砀山酥梨-1只约300g', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",37.160000000000004,"[4.688888888888889, 2.5, 2.5, 14.8]",20.860000000000003,"[10.9, 3.8, 3.8, 26.8]","[0.6320081549439348, 0.0029239766081871348, 0.0029239766081871348, 0.8872305140961856]","['46.8889%', '83.3333%', '83.3333%', '56.9231%']"
64751,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '砀山酥梨-1只约300g', '佳沛阳光金果36#-4只']",43.46,"[4.688888888888889, 2.5, 2.5, 29.4]",34.76,"[10.9, 3.8, 3.8, 33.8]","[0.6320081549439348, 0.0029239766081871348, 0.0029239766081871348, 0.8809993425378042]","['46.8889%', '83.3333%', '83.3333%', '89.0909%']"
64752,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '砀山酥梨-1只约300g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",59.660000000000004,"[4.688888888888889, 2.5, 2.5, 30.999999999999996]",29.059999999999995,"[10.9, 3.8, 3.8, 56.8]","[0.6320081549439348, 0.0029239766081871348, 0.0029239766081871348, 0.8059467918622849]","['38.8213%', '68.9952%', '68.9952%', '45.8325%']"
64753,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '砀山酥梨-1只约300g', '【新鲜直达】A级进口车厘子-约250g']",53.36000000000001,"[4.688888888888889, 2.5, 2.5, -5.200000000000003]",-6.44,"[10.9, 3.8, 3.8, 49.8]","[0.6320081549439348, 0.0029239766081871348, 0.0029239766081871348, 0.959393128067827]","['83.2933%', '148.0331%', '148.0331%', '-18.8516%']"
64756,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '【甜】喀什西梅-约250-300g']",36.260000000000005,"[4.688888888888889, 2.5, 5.8, 6.800000000000001]",16.26,"[10.9, 3.8, 7.8, 21.8]","[0.6320081549439348, 0.0029239766081871348, 0.3561253561253561, 0.7237512742099897]","['46.8889%', '83.3333%', '82.8571%', '32.3810%']"
64758,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】西瓜鲜果切-约2斤']",34.55,"[4.688888888888889, 2.5, 5.8, 16.799999999999997]",26.449999999999996,"[10.9, 3.8, 7.8, 19.9]","[0.6320081549439348, 0.0029239766081871348, 0.3561253561253561, 0.843104410943607]","['46.8889%', '83.3333%', '82.8571%', '88.4211%']"
64760,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '【不吐籽大口吃】软籽石榴-1只350-450g']",35.36000000000001,"[4.688888888888889, 2.5, 5.8, 8.8]",18.360000000000003,"[10.9, 3.8, 7.8, 20.8]","[0.6320081549439348, 0.0029239766081871348, 0.3561253561253561, 0.9027777777777776]","['46.8889%', '83.3333%', '82.8571%', '44.0000%']"
64762,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",40.760000000000005,"[4.688888888888889, 2.5, 5.8, 14.8]",23.760000000000005,"[10.9, 3.8, 7.8, 26.8]","[0.6320081549439348, 0.0029239766081871348, 0.3561253561253561, 0.8872305140961856]","['46.8889%', '83.3333%', '82.8571%', '56.9231%']"
64763,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '佳沛阳光金果36#-4只']",47.06,"[4.688888888888889, 2.5, 5.8, 29.4]",37.66,"[10.9, 3.8, 7.8, 33.8]","[0.6320081549439348, 0.0029239766081871348, 0.3561253561253561, 0.8809993425378042]","['46.8889%', '83.3333%', '82.8571%', '89.0909%']"
64764,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",63.260000000000005,"[4.688888888888889, 2.5, 5.8, 30.999999999999996]",31.96,"[10.9, 3.8, 7.8, 56.8]","[0.6320081549439348, 0.0029239766081871348, 0.3561253561253561, 0.8059467918622849]","['39.5533%', '70.2962%', '69.8945%', '46.6968%']"
64765,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '【新鲜直达】A级进口车厘子-约250g']",56.96,"[4.688888888888889, 2.5, 5.8, -5.200000000000003]",-3.540000000000002,"[10.9, 3.8, 7.8, 49.8]","[0.6320081549439348, 0.0029239766081871348, 0.3561253561253561, 0.959393128067827]","['113.1161%', '201.0358%', '199.8870%', '-25.6013%']"
64780,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '砀山酥梨-2只约550-600g', '【鲜果切】西瓜鲜果切-约2斤']",33.65,"[4.688888888888889, 2.5, 5.3, 16.799999999999997]",26.049999999999997,"[10.9, 3.8, 6.8, 19.9]","[0.6320081549439348, 0.0029239766081871348, 0.8660130718954248, 0.843104410943607]","['46.8889%', '83.3333%', '88.3333%', '88.4211%']"
64782,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '砀山酥梨-2只约550-600g', '【不吐籽大口吃】软籽石榴-1只350-450g']",34.46,"[4.688888888888889, 2.5, 5.3, 8.8]",17.960000000000004,"[10.9, 3.8, 6.8, 20.8]","[0.6320081549439348, 0.0029239766081871348, 0.8660130718954248, 0.9027777777777776]","['46.8889%', '83.3333%', '88.3333%', '44.0000%']"
64784,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '砀山酥梨-2只约550-600g', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",39.86000000000001,"[4.688888888888889, 2.5, 5.3, 14.8]",23.360000000000003,"[10.9, 3.8, 6.8, 26.8]","[0.6320081549439348, 0.0029239766081871348, 0.8660130718954248, 0.8872305140961856]","['46.8889%', '83.3333%', '88.3333%', '56.9231%']"
64785,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '砀山酥梨-2只约550-600g', '佳沛阳光金果36#-4只']",46.160000000000004,"[4.688888888888889, 2.5, 5.3, 29.4]",37.26,"[10.9, 3.8, 6.8, 33.8]","[0.6320081549439348, 0.0029239766081871348, 0.8660130718954248, 0.8809993425378042]","['46.8889%', '83.3333%', '88.3333%', '89.0909%']"
64786,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '砀山酥梨-2只约550-600g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",62.36000000000001,"[4.688888888888889, 2.5, 5.3, 30.999999999999996]",31.56,"[10.9, 3.8, 6.8, 56.8]","[0.6320081549439348, 0.0029239766081871348, 0.8660130718954248, 0.8059467918622849]","['39.4604%', '70.1310%', '74.3388%', '46.5870%']"
64787,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '砀山酥梨-2只约550-600g', '【新鲜直达】A级进口车厘子-约250g']",56.06,"[4.688888888888889, 2.5, 5.3, -5.200000000000003]",-3.9400000000000013,"[10.9, 3.8, 6.8, 49.8]","[0.6320081549439348, 0.0029239766081871348, 0.8660130718954248, 0.959393128067827]","['106.3926%', '189.0863%', '200.4315%', '-24.0796%']"
64800,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '红心猕猴桃-2只约180g', '【润喉佳品】百香果1只-柠檬1只']",32.75,"[4.688888888888889, 2.5, 8.7, 8.8]",21.55,"[10.9, 3.8, 10.9, 14.8]","[0.6320081549439348, 0.0029239766081871348, 0.6320081549439348, 0.7357357357357357]","['46.8889%', '83.3333%', '87.0000%', '62.8571%']"
64809,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '红心猕猴桃-2只约180g', '【鲜果切】鲜橙果切-约350g/份']",36.35,"[4.688888888888889, 2.5, 8.7, 12.700000000000001]",25.05,"[10.9, 3.8, 10.9, 18.8]","[0.6320081549439348, 0.0029239766081871348, 0.6320081549439348, 0.8392434988179668]","['46.8889%', '83.3333%', '87.0000%', '70.5556%']"
64810,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '红心猕猴桃-2只约180g', '【鲜果切】西瓜鲜果切-约2斤']",37.339999999999996,"[4.688888888888889, 2.5, 8.7, 16.799999999999997]",29.039999999999996,"[10.9, 3.8, 10.9, 19.9]","[0.6320081549439348, 0.0029239766081871348, 0.6320081549439348, 0.843104410943607]","['46.8889%', '83.3333%', '87.0000%', '88.4211%']"
64813,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '红心猕猴桃-2只约180g', '那么大西梅-约228g/罐']",39.949999999999996,"[4.688888888888889, 2.5, 8.7, 10.8]",22.750000000000004,"[10.9, 3.8, 10.9, 22.8]","[0.6320081549439348, 0.0029239766081871348, 0.6320081549439348, 0.8723196881091616]","['46.8889%', '83.3333%', '87.0000%', '49.0909%']"
64814,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '红心猕猴桃-2只约180g', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",43.55,"[4.688888888888889, 2.5, 8.7, 14.8]",26.35,"[10.9, 3.8, 10.9, 26.8]","[0.6320081549439348, 0.0029239766081871348, 0.6320081549439348, 0.8872305140961856]","['46.8889%', '83.3333%', '87.0000%', '56.9231%']"
64815,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '红心猕猴桃-2只约180g', '佳沛阳光金果36#-4只']",45.35,"[4.688888888888889, 2.5, 8.7, 29.4]",35.25,"[10.9, 3.8, 10.9, 33.8]","[0.6320081549439348, 0.0029239766081871348, 0.6320081549439348, 0.8809993425378042]","['40.2380%', '71.5130%', '74.6596%', '76.4539%']"
64816,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '红心猕猴桃-2只约180g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",66.05,"[4.688888888888889, 2.5, 8.7, 30.999999999999996]",34.55,"[10.9, 3.8, 10.9, 56.8]","[0.6320081549439348, 0.0029239766081871348, 0.6320081549439348, 0.8059467918622849]","['40.1032%', '71.2735%', '74.4096%', '47.3460%']"
64817,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '红心猕猴桃-2只约180g', '【新鲜直达】A级进口车厘子-约250g']",59.75,"[4.688888888888889, 2.5, 8.7, -5.200000000000003]",-0.9500000000000011,"[10.9, 3.8, 10.9, 49.8]","[0.6320081549439348, 0.0029239766081871348, 0.6320081549439348, 0.959393128067827]","['293.6725%', '521.9298%', '544.8947%', '-66.4662%']"
64826,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【进口】菲律宾香蕉-约500~550g/份', '【鲜果切】西瓜鲜果切-约2斤']",35.449999999999996,"[4.688888888888889, 2.5, 5.000000000000001, 16.799999999999997]",25.55,"[10.9, 3.8, 8.8, 19.9]","[0.6320081549439348, 0.0029239766081871348, 0.8838383838383838, 0.843104410943607]","['46.8889%', '83.3333%', '62.5000%', '88.4211%']"
64829,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【进口】菲律宾香蕉-约500~550g/份', '那么大西梅-约228g/罐']",38.06,"[4.688888888888889, 2.5, 5.000000000000001, 10.8]",19.26,"[10.9, 3.8, 8.8, 22.8]","[0.6320081549439348, 0.0029239766081871348, 0.8838383838383838, 0.8723196881091616]","['46.8889%', '83.3333%', '62.5000%', '49.0909%']"
64830,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【进口】菲律宾香蕉-约500~550g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",41.660000000000004,"[4.688888888888889, 2.5, 5.000000000000001, 14.8]",22.860000000000003,"[10.9, 3.8, 8.8, 26.8]","[0.6320081549439348, 0.0029239766081871348, 0.8838383838383838, 0.8872305140961856]","['46.8889%', '83.3333%', '62.5000%', '56.9231%']"
64831,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【进口】菲律宾香蕉-约500~550g/份', '佳沛阳光金果36#-4只']",47.96,"[4.688888888888889, 2.5, 5.000000000000001, 29.4]",36.76,"[10.9, 3.8, 8.8, 33.8]","[0.6320081549439348, 0.0029239766081871348, 0.8838383838383838, 0.8809993425378042]","['46.8889%', '83.3333%', '62.5000%', '89.0909%']"
64832,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【进口】菲律宾香蕉-约500~550g/份', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",64.16000000000001,"[4.688888888888889, 2.5, 5.000000000000001, 30.999999999999996]",31.059999999999995,"[10.9, 3.8, 8.8, 56.8]","[0.6320081549439348, 0.0029239766081871348, 0.8838383838383838, 0.8059467918622849]","['39.3408%', '69.9184%', '52.4388%', '46.4458%']"
64833,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '【进口】菲律宾香蕉-约500~550g/份', '【新鲜直达】A级进口车厘子-约250g']",57.86000000000001,"[4.688888888888889, 2.5, 5.000000000000001, -5.200000000000003]",-4.44,"[10.9, 3.8, 8.8, 49.8]","[0.6320081549439348, 0.0029239766081871348, 0.8838383838383838, 0.959393128067827]","['99.6917%', '177.1772%', '132.8829%', '-22.5630%']"
64844,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '阳光丑蜜梨-2只约600-650g', '【鲜果切】西瓜鲜果切-约2斤']",37.25,"[4.688888888888889, 2.5, 7.800000000000001, 16.799999999999997]",28.15,"[10.9, 3.8, 10.8, 19.9]","[0.6320081549439348, 0.0029239766081871348, 0.7201646090534979, 0.843104410943607]","['46.8889%', '83.3333%', '78.0000%', '88.4211%']"
64849,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '阳光丑蜜梨-2只约600-650g', '佳沛阳光金果36#-4只']",45.260000000000005,"[4.688888888888889, 2.5, 7.800000000000001, 29.4]",34.36,"[10.9, 3.8, 10.8, 33.8]","[0.6320081549439348, 0.0029239766081871348, 0.7201646090534979, 0.8809993425378042]","['40.0657%', '71.2068%', '66.6496%', '76.1266%']"
64850,"['红心猕猴桃-2只约180g', '砀山酥梨-1只约300g', '阳光丑蜜梨-2只约600-650g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",65.96000000000001,"[4.688888888888889, 2.5, 7.800000000000001, 30.999999999999996]",33.66,"[10.9, 3.8, 10.8, 56.8]","[0.6320081549439348, 0.0029239766081871348, 0.7201646090534979, 0.8059467918622849]","['39.9238%', '70.9546%', '66.4135%', '47.1342%']"
