,goods,value,all_profit,all_profit_total,all_sales_price,discount_rate,profit_rate
352209,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '砀山酥梨-1只约300g', '【鲜果切】菲律宾凤梨-约350g/份', '越南酸奶百香果味-400g/4小杯']",39.57,"[-1.288888888888889, 0.7777777777777777, 2.6777777777777776, 2.5, 11.3, 8.47]",20.540000000000003,"[3.8, 7.8, 7.8, 3.8, 15.8, 16.8]","[0.0029239766081871348, 0.3561253561253561, 0.6125356125356125, 0.0029239766081871348, 0.9353023909985936, 0.8796296296296297]","['-42.9630%', '11.1111%', '38.2540%', '83.3333%', '75.3333%', '52.9375%']"
352216,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '砀山酥梨-1只约300g', '【鲜果切】菲律宾凤梨-约350g/份', '新疆蜜瓜-半只3-3.5斤']",41.370000000000005,"[-1.288888888888889, 0.7777777777777777, 2.6777777777777776, 2.5, 11.3, 16.6]",28.470000000000006,"[3.8, 7.8, 7.8, 3.8, 15.8, 18.8]","[0.0029239766081871348, 0.3561253561253561, 0.6125356125356125, 0.0029239766081871348, 0.9353023909985936, 0.892434988179669]","['-42.9630%', '11.1111%', '38.2540%', '83.3333%', '75.3333%', '92.2222%']"
352220,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '砀山酥梨-1只约300g', '【鲜果切】菲律宾凤梨-约350g/份', '佳沛阳光金果36#-4只']",50.370000000000005,"[-1.288888888888889, 0.7777777777777777, 2.6777777777777776, 2.5, 11.3, 29.4]",34.77,"[3.8, 7.8, 7.8, 3.8, 15.8, 33.8]","[0.0029239766081871348, 0.3561253561253561, 0.6125356125356125, 0.0029239766081871348, 0.9353023909985936, 0.8809993425378042]","['-36.7848%', '9.5133%', '32.7530%', '71.3498%', '64.5002%', '76.2794%']"
352221,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '砀山酥梨-1只约300g', '【鲜果切】菲律宾凤梨-约350g/份', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",71.07000000000001,"[-1.288888888888889, 0.7777777777777777, 2.6777777777777776, 2.5, 11.3, 30.999999999999996]",34.06999999999999,"[3.8, 7.8, 7.8, 3.8, 15.8, 56.8]","[0.0029239766081871348, 0.3561253561253561, 0.6125356125356125, 0.0029239766081871348, 0.9353023909985936, 0.8059467918622849]","['-36.6579%', '9.4805%', '32.6399%', '71.1036%', '64.2777%', '47.2331%']"
352222,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '砀山酥梨-1只约300g', '【鲜果切】菲律宾凤梨-约350g/份', '【新鲜直达】A级进口车厘子-约250g']",64.77000000000001,"[-1.288888888888889, 0.7777777777777777, 2.6777777777777776, 2.5, 11.3, -5.200000000000003]",-1.4300000000000015,"[3.8, 7.8, 7.8, 3.8, 15.8, 49.8]","[0.0029239766081871348, 0.3561253561253561, 0.6125356125356125, 0.0029239766081871348, 0.9353023909985936, 0.959393128067827]","['-193.1831%', '49.9611%', '172.0091%', '374.7086%', '338.7366%', '-47.7180%']"
352256,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '砀山酥梨-1只约300g', '【鲜果切】西瓜鲜果切-约2斤']",28.14,"[-1.288888888888889, 0.7777777777777777, 2.6777777777777776, 2.5, 16.799999999999997]",18.839999999999996,"[3.8, 7.8, 7.8, 3.8, 19.9]","[0.0029239766081871348, 0.3561253561253561, 0.6125356125356125, 0.0029239766081871348, 0.843104410943607]","['-42.9630%', '11.1111%', '38.2540%', '83.3333%', '88.4211%']"
352263,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '砀山酥梨-1只约300g', '【新鲜直达】A级进口车厘子-约250g']",50.55,"[-1.288888888888889, 0.7777777777777777, 2.6777777777777776, 2.5, -5.200000000000003]",-11.150000000000002,"[3.8, 7.8, 7.8, 3.8, 49.8]","[0.0029239766081871348, 0.3561253561253561, 0.6125356125356125, 0.0029239766081871348, 0.959393128067827]","['-62.2289%', '16.0937%', '55.4082%', '120.7025%', '-15.3711%']"
352304,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '越南酸奶百香果味-400g/4小杯']",35.970000000000006,"[-1.288888888888889, 0.7777777777777777, 2.6777777777777776, 5.8, 5.699999999999999, 8.47]",18.639999999999997,"[3.8, 7.8, 7.8, 7.8, 7.8, 16.8]","[0.0029239766081871348, 0.3561253561253561, 0.6125356125356125, 0.3561253561253561, 0.6125356125356125, 0.8796296296296297]","['-42.9630%', '11.1111%', '38.2540%', '82.8571%', '81.4286%', '52.9375%']"
352316,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",67.47,"[-1.288888888888889, 0.7777777777777777, 2.6777777777777776, 5.8, 5.699999999999999, 30.999999999999996]",32.169999999999995,"[3.8, 7.8, 7.8, 7.8, 7.8, 56.8]","[0.0029239766081871348, 0.3561253561253561, 0.6125356125356125, 0.3561253561253561, 0.6125356125356125, 0.8059467918622849]","['-36.2855%', '9.3842%', '32.3084%', '69.9791%', '68.7726%', '46.7533%']"
352317,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '【新鲜直达】A级进口车厘子-约250g']",61.17,"[-1.288888888888889, 0.7777777777777777, 2.6777777777777776, 5.8, 5.699999999999999, -5.200000000000003]",-3.3300000000000036,"[3.8, 7.8, 7.8, 7.8, 7.8, 49.8]","[0.0029239766081871348, 0.3561253561253561, 0.6125356125356125, 0.3561253561253561, 0.6125356125356125, 0.959393128067827]","['-107.4719%', '27.7945%', '95.6924%', '207.2673%', '203.6937%', '-26.5465%']"
352337,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '【鲜果切】新疆蜜瓜果切约200g/份', '【进口】伽俐果-300-400g/份', '【杨果铺】海带结-1袋192g']",32.370000000000005,"[-1.288888888888889, 0.7777777777777777, 2.6777777777777776, 5.8, 2.5, 7.000000000000001]",14.37,"[3.8, 7.8, 7.8, 7.8, 7.8, 12.8]","[0.0029239766081871348, 0.3561253561253561, 0.6125356125356125, 0.3561253561253561, 0.8689458689458689, 0.8420138888888887]","['-42.9630%', '11.1111%', '38.2540%', '82.8571%', '35.7143%', '58.3333%']"
352357,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '【鲜果切】新疆蜜瓜果切约200g/份', '红心猕猴桃-2只约180g', '红心猕猴桃-2只约180g']",33.449999999999996,"[-1.288888888888889, 0.7777777777777777, 2.6777777777777776, 5.8, 8.7, 8.7]",22.15,"[3.8, 7.8, 7.8, 7.8, 10.9, 10.9]","[0.0029239766081871348, 0.3561253561253561, 0.6125356125356125, 0.3561253561253561, 0.6320081549439348, 0.6320081549439348]","['-42.9630%', '11.1111%', '38.2540%', '82.8571%', '87.0000%', '87.0000%']"
352365,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '【鲜果切】新疆蜜瓜果切约200g/份', '红心猕猴桃-2只约180g', '泰国桂圆-约300g/份']",33.36,"[-1.288888888888889, 0.7777777777777777, 2.6777777777777776, 5.8, 8.7, 1.3000000000000007]",14.76,"[3.8, 7.8, 7.8, 7.8, 10.9, 10.8]","[0.0029239766081871348, 0.3561253561253561, 0.6125356125356125, 0.3561253561253561, 0.6320081549439348, 0.9156378600823045]","['-42.9630%', '11.1111%', '38.2540%', '82.8571%', '87.0000%', '13.0000%']"
352408,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '【鲜果切】新疆蜜瓜果切约200g/份', '【进口】菲律宾香蕉-约500~550g/份', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",68.37,"[-1.288888888888889, 0.7777777777777777, 2.6777777777777776, 5.8, 5.000000000000001, 30.999999999999996]",31.369999999999997,"[3.8, 7.8, 7.8, 7.8, 8.8, 56.8]","[0.0029239766081871348, 0.3561253561253561, 0.6125356125356125, 0.3561253561253561, 0.8838383838383838, 0.8059467918622849]","['-36.1152%', '9.3401%', '32.1567%', '69.6507%', '52.5383%', '46.5339%']"
352442,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '【鲜果切】新疆蜜瓜果切约200g/份', '冰糖冬枣-约250g', '冰糖冬枣-约250g']",33.27,"[-1.288888888888889, 0.7777777777777777, 2.6777777777777776, 5.8, 2.8000000000000007, 2.8000000000000007]",10.370000000000001,"[3.8, 7.8, 7.8, 7.8, 10.8, 10.8]","[0.0029239766081871348, 0.3561253561253561, 0.6125356125356125, 0.3561253561253561, 0.7201646090534979, 0.7201646090534979]","['-42.9630%', '11.1111%', '38.2540%', '82.8571%', '28.0000%', '28.0000%']"
352637,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '【鲜果切】新疆蜜瓜果切约200g/份', '泰国桂圆-约300g/份', '越南酸奶百香果味-400g/4小杯']",38.67,"[-1.288888888888889, 0.7777777777777777, 2.6777777777777776, 5.8, 1.3000000000000007, 8.47]",13.939999999999998,"[3.8, 7.8, 7.8, 7.8, 10.8, 16.8]","[0.0029239766081871348, 0.3561253561253561, 0.6125356125356125, 0.3561253561253561, 0.9156378600823045, 0.8796296296296297]","['-42.9630%', '11.1111%', '38.2540%', '82.8571%', '13.0000%', '52.9375%']"
352650,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '【鲜果切】新疆蜜瓜果切约200g/份', '泰国桂圆-约300g/份', '【新鲜直达】A级进口车厘子-约250g']",63.870000000000005,"[-1.288888888888889, 0.7777777777777777, 2.6777777777777776, 5.8, 1.3000000000000007, -5.200000000000003]",-8.030000000000001,"[3.8, 7.8, 7.8, 7.8, 10.8, 49.8]","[0.0029239766081871348, 0.3561253561253561, 0.6125356125356125, 0.3561253561253561, 0.9156378600823045, 0.959393128067827]","['-69.7145%', '18.0296%', '62.0734%', '134.4494%', '21.0946%', '-17.2201%']"
352709,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '菲诺纯椰汁-约180ml/袋', '菲诺纯椰汁-约180ml/袋', '【进口】越南红火龙果-1只500-550g']",34.17,"[-1.288888888888889, 0.7777777777777777, 2.6777777777777776, 5.699999999999999, 5.699999999999999, 8.5]",18.769999999999996,"[3.8, 7.8, 7.8, 7.8, 7.8, 14.8]","[0.0029239766081871348, 0.3561253561253561, 0.6125356125356125, 0.6125356125356125, 0.6125356125356125, 0.7957957957957957]","['-42.9630%', '11.1111%', '38.2540%', '81.4286%', '81.4286%', '60.7143%']"
352718,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '菲诺纯椰汁-约180ml/袋', '菲诺纯椰汁-约180ml/袋', '【鲜果切】西瓜鲜果切-约2斤']",38.76,"[-1.288888888888889, 0.7777777777777777, 2.6777777777777776, 5.699999999999999, 5.699999999999999, 16.799999999999997]",26.559999999999995,"[3.8, 7.8, 7.8, 7.8, 7.8, 19.9]","[0.0029239766081871348, 0.3561253561253561, 0.6125356125356125, 0.6125356125356125, 0.6125356125356125, 0.843104410943607]","['-42.9630%', '11.1111%', '38.2540%', '81.4286%', '81.4286%', '88.4211%']"
352779,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '菲诺纯椰汁-约180ml/袋', '红心猕猴桃-2只约180g', '【鲜果切】红心火龙果-约350g/份']",37.86,"[-1.288888888888889, 0.7777777777777777, 2.6777777777777776, 5.699999999999999, 8.7, 9.8]",22.659999999999997,"[3.8, 7.8, 7.8, 7.8, 10.9, 15.8]","[0.0029239766081871348, 0.3561253561253561, 0.6125356125356125, 0.6125356125356125, 0.6320081549439348, 0.8087201125175808]","['-42.9630%', '11.1111%', '38.2540%', '81.4286%', '87.0000%', '65.3333%']"
352788,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '菲诺纯椰汁-约180ml/袋', '红心猕猴桃-2只约180g', '新疆蜜瓜-半只3-3.5斤']",40.559999999999995,"[-1.288888888888889, 0.7777777777777777, 2.6777777777777776, 5.699999999999999, 8.7, 16.6]",29.16,"[3.8, 7.8, 7.8, 7.8, 10.9, 18.8]","[0.0029239766081871348, 0.3561253561253561, 0.6125356125356125, 0.6125356125356125, 0.6320081549439348, 0.892434988179669]","['-42.9630%', '11.1111%', '38.2540%', '81.4286%', '87.0000%', '92.2222%']"
352790,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '菲诺纯椰汁-约180ml/袋', '红心猕猴桃-2只约180g', '那么大西梅-约228g/罐']",44.16,"[-1.288888888888889, 0.7777777777777777, 2.6777777777777776, 5.699999999999999, 8.7, 10.8]",22.959999999999997,"[3.8, 7.8, 7.8, 7.8, 10.9, 22.8]","[0.0029239766081871348, 0.3561253561253561, 0.6125356125356125, 0.6125356125356125, 0.6320081549439348, 0.8723196881091616]","['-42.9630%', '11.1111%', '38.2540%', '81.4286%', '87.0000%', '49.0909%']"
352791,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '菲诺纯椰汁-约180ml/袋', '菲诺纯椰汁-约180ml/袋', '红心猕猴桃-2只约180g', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",47.76,"[-1.288888888888889, 0.7777777777777777, 2.6777777777777776, 5.699999999999999, 8.7, 14.8]",26.56,"[3.8, 7.8, 7.8, 7.8, 10.9, 26.8]","[0.0029239766081871348, 0.3561253561253561, 0.6125356125356125, 0.6125356125356125, 0.6320081549439348, 0.8872305140961856]","['-42.9630%', '11.1111%', '38.2540%', '81.4286%', '87.0000%', '56.9231%']"
